review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_emotion
Pobeda Airlines,airline,1 reviewsL Gurmann,2020-01-22,Berlin to Moscow You have to pay for anything apart from your personal item That includes your carryon luggage Longest queue at checkin I have seen in years as a result of everybody having to pay for carryon or luggage that was more than kg Aircraft are new and made a good impression Cabin crew young goodlooking and charmingly helpless Seat do not recline,2.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Privilege Style,airline,B Carson,2019-08-17,Manchester to Tenerife On the morning of our flight TUI informed us that due to scheduling issues they have enlisted Privilege style as a charter airline The seat was comfortable only issues were my tray table was loose the window was in a position that caused pain on my neck to look out of it The interior felt somewhat tired Apart from this the flight was comfortable and landed safely,6.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Safarilink,airline,M Collie,2015-11-13,Short one hour flights with Safarilink to Diani from Nairobi Wilson return A very pleasant way to reach the coast from Nairobi and much quicker overall than the JKIA Nairobi Airport to Mombasa route Drink and biscuit served Both airports were small indeed Diani is described as an airstrip,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Santa Barbara Airlines,airline,A Decolt,2011-08-18,Panama City to Caracas a journey of hrs There was very little legroom but we were served quite a decent meal and considering it was a short flight I was impressed We departed on time but arrived min late,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Shaheen Air,airline,Sohail Ahmed,2015-09-14,Today traveled from Lahore to Karachi and a pleasant surprise For the first time I could see smiles on the faces of the cabin crew I asked one of the crew members for a coffee and she returned with a cup remembering my seat and not having me to remind her,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Skymark Airlines,airline,S Siauw,2016-01-18,Tokyo Haneda to Sapporo return with Skymark Airlines First leg on Boeing NG New cabin comfy seat and generous legroom for a lowcost airline Even though I didnt purchase any the drinks and snakcs are sold at a cheap price Departure and arrival on time Return leg delayed for mins due to congestion at destination airport Return aircraft was an older Boeing Very warm cabin temperature But overall worth the ticket price Definetely better than AirAsia and JetStar,7.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Skymark Airlines,airline,Farel Silalahi,2014-08-08,Flew Tokyo Narita Sapporo Tokyo Narita Flight from Narita was on time while from Sapporo to Narita was delayed for hour Overall flight was ok Ground staff very professional,8.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Solomon Airlines,airline,Vernon Schmidt,2015-12-29,Flew Solomon Airlines from Brisbane to Honiara We boarded to be greeted by smiling attendants The flight was not too full so we had seats to ourselves Leg room was quite good IFE was just a screen panel lowered from the ceiling watched a movie The meal was lunch we had the beef and it was delicious Staff came around to check if we needed any more drinks throughout the flight,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
SriLankan Airlines,airline,2 reviewsDinesh Navaratne,2024-09-05,Ive seen many negative reviews about Sri Lankan airlines However my trip was so good Even though it was a hour flight they provided drinks and a snack which doesnt happen in North America The service was professional too I hope they will grow,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
StarFlyer,airline,Matthew Lubeck,2007-02-26,This airline has impressive cabin staff and a very efficient ground staff never need check in more than minutes before my flight even in Tokyo,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sun-Air,airline,47 reviewsColin Pay,2015-11-21,Gothenburg to Cambridge with SunAir a franchise partner of British Airways Aircraft are painted in British Airways livery and operate under BA flight numbers The flight was only half full making the seat Dornier more like a private jet than a small airliner Full meal and bar service on this hour flight Crew very good,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Swiss Intl Air Lines,airline,M Collie,2025-03-21,Very satisfactory flights Adequate leg room with blocked off seats Rapid checkin and security Good three course hot meals both ways Swiss had subcontracted to Baltic outbound and Helvetic for the return with little noticeable change in service,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
TAROM Romanian,airline,45 reviewsG Harlun,2024-06-02,Boarding by bus transport Flight on time cabin crew friendly They served water during the short flight Got an emergency exist seat based on my frequent flyer status No entertainment available Landing ahead of schedule Nothing special but effective flight,9.0,Positive,Negative,Positive,POSITIVE,Positive,,2/4,Neutral
Thai Smile Airways,airline,N Wanasorn,2023-10-10,Thai smile offers convenient service through their app and self service at Suvarnabhumi Airport with staff support The time of flight is in time Staff gave service with hospitality,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Titan Airways,airline,Carol Stansfield,2019-09-30,Rhodes to Birmingham We would just like to say a big thank you to all the crew on our aircraft from Rhodes to Birmingham that brought us back on the th September due to Thomas cook not trading anymore The staff was so friendly and professional Thank you once again,10.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Trigana Air,airline,47 reviewsL Garzler,2019-01-03,Yahukimo to Jayapura Flight was about an hour late quite normal in this remote place Plane was comfortable enough with reclining seats and even a box of tea provided unlike on the sole competitors flights on this route,7.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Tropic Air Belize,airline,Pat Kelly,2022-08-10,This company is horrific We had a cancelation of our flight back home and this airline refused to refund our money Fly Maya Island Air They are exceptional less expensive and very flexible The planes are also shady You will not regret flying Maya Island Air Have a wonderful and safe flight,1.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Vanilla Air,airline,N Wu,2019-01-07,Hong Kong to Tokyo Both outbound and inbound flights were ontime Very little or no turbulence experienced during journeys This was very good Checkins at ground were fast and efficient Will choose Vanilla Air again in the future,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Xiamen Airlines,airline,Keruby Ge,2024-03-29,The experience is a unique one and I also have a trouble on how to rate this airline We start off from Singapores Changi Airport and the check in was quite smooth note that their carryon is only kg we get our boarding pass finish security and customs we finally managed to board the plane the cabin crew was very sweet and nice we are not delayed however the landing was super bad,7.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Abu Dhabi,airport,4 reviewsNash Degaonkar,2024-12-13,The Airport is pretty decent in a lot of aspects The duty free is vast the airport staff and security are ultra professional helped me guide through the terminal on where to find my gate However the WiFi experience could have been better because doing facetime calls was a problem considering whatsapp is not allowed Anyhow it is massive,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Aguascalientes,airport,2 reviewsHoward Atkins,2016-10-20,This is a small airport but over the past couple of years it has improved a lot The customs and immigration are polite and fast with the baggage also coming fast There is a coffee shop outside the secure area and also one inside but the coffee outside is better There is also now free WiFi in the airport There is a lounge but this is not connected to the airlines but for payment No need to arrive to early,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Albany,airport,Andrew Champagne,2012-05-16,I fly into and out of Albany a few times a year on business For my money its one of the most efficient airports in terms of securityTSA in the country They get you in out and on your way with very little hassle the way it should be The airport itself isnt huge and doesnt have some of the amenities of a larger hub but as a traveller Im looking for efficiency and thats what Albany Airport provides,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Albany,airport,I Abodunrin,2009-08-09,Its a relatively small airport I agree with the earlier post about its speediness One of my friends once arrive less than half an hour before his flight departed and was still able to fly out though I wouldnt recommend trying this Overall a very good airport,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Alicante,airport,Janet Westgarth,2024-09-09,I was travelling with sight impaired friends Assistance was prebooked with Easyjet I cannot praise the staff highly enough We arrived late at night and we were wheeled very efficiently and cheerfully The staff cared for us very well and made sure we got safely to our taxi,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Alicante,airport,Vera McMullan,2022-08-05,I want to commend staff at Alicante airport on what was my first airport visit post covid Arriving and departing was prompt and hassle free When I accidentally broke a mug at the Starbucks counter the staff were just concerned about how I was feeling Also the girl at the EasyJet gate took my postcards which I had forgotten to post and promised to post them for me They all arrived eventually so thank you,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Almeria,airport,Mike Saunders,2018-10-09,First time to this airport When we arrived it was such a pleasant surprise to see how small it was The time from landing to being on the transfer bus was minutes The cases were already waiting after passport control On the return visit it was much busier as several flights were taking off in a short period However they dealt with the people quickly with no issues at all I wish all airports were like this one,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Ancona,airport,3 reviewsBen Apsley,2015-12-17,Being a frequent traveler to Ancona Airport I have expectations that are met every time Since this airport is so tiny checkin and security are a breeze The single terminal is fairly clean and peaceful The Italian shops have what you expect The only problem I have with this airport is that you cant get coffee in the terminal This isnt much of a problem though because you can simply get it outside There isnt anything wrong with this airport but its not extraordinary It is very relaxed and is a good airport,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Antwerp Deurne,airport,C Wajsberg,2012-10-27,Very small airport with not many destinations to fly to from Free parking in front of airport very fast check in One restaurant coffee shop with nice local food Arriving at Antwerp airport it will take you around to after disembarking until you receive your suitcase and are in a taxi home,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Arkhangelsk,airport,Y Kiselev,2010-10-03,Used this airport on numerous occasions over the last years Over the last year both domestic and international terminals underwent some renovation and rearrangement of facilities in my opinion for the better Of all facilitiesservices expectable from a midsize regional airport ARH lacks free WIFI coverage and cafes serving hot meals Overall it is a decently wellkept airport which may though benefit from further renovations and improvements,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Barnaul,airport,David Pryer,2008-12-10,The terminal is Sovietstyle and a little big for just or flights a day to Moscow and the occasional charter Checkin was slow with initially only one desk open but the service was friendly and efficient when eventually obtained With a blizzard on the tarmac it was unsafe for the bus to drive out to the plane Stumbling across the whipped up snow and ice is not something for the fainthearted The early offer of an onboard drink was appreciated,3.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Belfast City,airport,Sandro Magliocco,2024-01-12,A small airport with all the benefits of that short distances quick security not too crowded Its also quite quick to get into the city Limited flights compared to Belfast International or Dublin but when I have the option Id choose this over the others The business lounge is also very well maintained and spacious plus good food and drink options,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bellingham,airport,J Pitalo,2020-01-01,Thank you for your kind service My elderly parents flew out and the patience and attention to their comfort was impressive and appreciative They contacted me upon their arrival and both were very calm and satisfied They have been worried about flying days coming into it All that went away at the airport in Bellingham They were greeted upon their arrival at their destination with the necessary extra services Thank you so much,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Belo Horizonte Confins,airport,A Hetier,2009-12-07,I concur with the comment below Confins is underused But there is a big plus Conexao Aeroporto buses that take you to the city centre are punctual and efficient Things have changed since and there should be more improvements in the future,3.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bergerac,airport,R Vines,2017-05-06,Its a small airport with the most basic of facilities but there were no delays in either direction I hope that means they have sorted out immigraton though it may be that my BA flight from London City arrived at a quiet time My only gripe is about one woman on security who was quite unfriendly when she told me I had to return to checkin because she didnt like the look of a vase I had in my carryon bag Otherwise the staff seemed quite friendly,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Berlin Tegel,airport,J Meeson,2020-11-01,Im autistic and was nonverbal unable to speak when I went through security but the staff were incredibly kind and helpful It was very much appreciated as its obviously very difficult to navigate the world when one cannot speak and the staff were completely understanding Be proud,10.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Berlin Tempelhof,airport,Lisa Sanders,2008-06-06,Templehof is a dream The architecture is beautiful and the departure hall is stunning Some of the original features can be found a true jewel It oozes nostalgia and would be a tragedy to lose such a wonderful piece of history The most civilised journey Ive embarked on to date was Templehof to Brussels,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Biarritz,airport,R Vines,2024-11-19,I was pleasantly surprised by Biarritz a small airport where everything seemed to work fine I was particularly impressed by the fact that the immigration officers on arrival and departure were smiling and courteous I wasnt expecting to see the negative reviews below but they are not too recent so maybe things have improved,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bilbao,airport,Annette Thomas,2017-09-01,Because of the items in the news about delays and queues we were quite worried about going to Bilbao airport We did have to wait a few minutes at passport control but not too long The airport is a new building very light and modern we didnt have to use any steps at all which was brilliant On our return journey we purchased food and drinks in the cafe they were nicely prepared and the area was very clean and tidy All in all a very good experience and the area can be proud of the facilities,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bloemfontein,airport,Abraham Faure,2007-09-19,Bloemfontein airport is currently undergoing improvements to its buildings and facilities This is with a view to the FIFA Soccer World Cup to be held in South Africa I love this little airport because there is an air of excitement and a bustle of activity While the upstairs cafeteria is undergoing improvements there is a downstairs cafeteria where refreshments may be purchased The airport personnel are some of the friendliest i have ever met Their are ample parking and car rental facilities available,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bohol-Panglao,airport,15 reviewsT Pearce,2025-03-26,Busy regional airport with many flights to South Korea Manila and other Philippine airports Airbridges and some remote stands Opened in and relatively modern in terms of layout with level for departures and one for arrivals Speed of baggage retrieval very good and distances from arrival to the carpark opposite the airport very short Free WiFi available,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bohol-Panglao,airport,13 reviewsAndreas Becker,2022-05-28,Quiet new airport opened in Check in was efficient Distance to Alona Beach only a few minutes Therefore very comfortable for people staying at the beach There are only few food stalls available Overall a fast and efficient airport,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Bremen,airport,Eric Decamps,2015-09-06,Nothing special to write it looks more like a train station than an airport but its a small city anyway so thats fair Access from the city center by tram makes it the easiest cheapest and fastest airport to reach Ive seen in my life Fans of space will love the huge International Space Station model in the main hall and aviation fans will love the souvenir shop where you can buy many Airbus collectors items One thing they should put more power sockets,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Brussels Zaventem,airport,8 reviewsNorman Mackenzie,2024-12-09,I have to say I was quite impressed with this place The two terminals are easy to navigate and there is plenty of space Plenty of retail if such is your thing an I enjoyed my Stella as I waited for my next leg One thing I really liked is the ability to get WhatsApp updates for your flight schedule checkin gate departure gate etc I hadnt seen this before Surprised that all the announcements are in English,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Chania,airport,R Cooper,2018-07-06,I am sat in a light and airy air conditioned building drinking Cappicino Freddo The queue for checking in was small but very organised and the whole building is welcoming Arrival was just as good although a slight wait for baggage due to three aircraft coming in close together This airport has come on a lot since last year and I recommend it The indicator boards all seem to be working ok and the WiFi is good What more can you want Dont blame the airport for things they dont control,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Chattanooga Metropolitan,airport,Bill Peterson,2006-05-12,CHA has the misfortune of being too close to Atlanta Over half of Chattanooga flyers drive to Atlanta or Nashville or Birmingham to fly However CHA offers competitive fares and I would guess most flights now are regional jet The airport itself is beautiful with a large copper dome as the facilitys trademark in honor of the citys railroad heritage CHA is a modern stateoftheart airport and is where I choose to fly out of even though I live in the northern Atlanta burbs,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Cochin,airport,Vidya Iyer,2021-11-06,Very disappointed to see that you are busy aping the western culture and forget our own roots As an Indian I am very proud of my heritage and all my traditional food However Cochin airport is a far cry from that You will happily serve cappuccino coffee to please a foreigner while completely omitting to serve a traditional Indian masala tea or a nice bru coffee It is very sad what Cochin airport has come to,2.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Corpus Christi,airport,Simon Channon,2011-03-21,It looks like a white elephant but what an elegant one Corpus Christi appears to handle only connecting flights to Dallas and Houston thats the international bit with just three airlines operating there It is light bright airy and wonderfully free of the normal hustle and bustle of a modern airport Checking in took three minutes passport control and security about the same they have new full body scanner Each airline has its own gate complete with airbridge to connect even to small planes,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Dallas Fort-Worth,airport,52 reviewsMahmud Noormohamed,2024-07-09,Whats not to like about DFW You can park at any terminal and take the SkyLink to whichever terminal youre departing from Departure from Terminal E and arrival at Terminal A Parked across from Terminal E United Airlines gates TSAPre took a little bit longer than usual to clear minutes Both Terminals A E are spacious with plenty of shops and dining options Terminals were clean,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Damascus,airport,J Delmonte,2011-05-01,I first arrived in Damascus in Feb Since then I have been back and forth almost times a year since then I am an Englishman who met and married a Syrian girl in The airport in my view was more relaxed in the old days whereby you could check in and walk back into the loungecafe for tea etc with your friends and family,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Douala,airport,Mark Bickerton,2008-12-28,I flew into Douala on Swiss and departed on Virgin Nigeria Both experiences were quite pleasant I had only hand luggage and was in and out of the airport quite quickly When departing we waited at the gate which was quite calm and cool Yes its a bit manic as you walk out of the airport with people and noise everywhere but lots of places are like that If you know where you are going or have someone to meet you its fine,3.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Dunedin,airport,Y Ren,2011-11-13,DUD is a small but efficient airport with everything you need Landed from Wellington bags out very quickly The airport is quite far from city centre mins cost nearly dollars by Taxi and dollars by super shuttle Departure is well organised checkin sufficient airline lounge is located upstairs security check right before you board,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Durban,airport,Rich Jenkins,2016-08-22,A generally good experience at Durban airport Arrival is quite simple and they seem to keep the touts out of the waiting area The checkin is well organized and immigration outbound proceeded quickly There are a number of shops and restaurants The food and the shopping are forgettable but not expensive Decent amount of seating at the gates Wifi works fine,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Durgapur,airport,Jayastu Senapati,2020-03-10,Kazi Nazrul Islam airport RDP Durgapur is a new greenfield airport in the the industrial city of Durgapur West Bengal Eastern India It is a growing airport which holds much promise for improving air connectivity to this part of the state and can become a major player in boosting tourism and business in the area The connectivity from the city to the airport has improved but still needs more intervention including development of the surrounding areas,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Florence,airport,40 reviewsS Berten,2025-02-16,A rather small airport serving Firenze I used the airport in the winter season so imagine it during the busy summer season Theres bus boarding only and max small gates It has a abundance of dutyfree shops and food beverages counters Prices are reasonable Staff is friendly and efficiently working,6.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Friedrichshafen,airport,H Oberbeckmann,2013-07-07,The airport is very small with just about million passengers a year The few checkin desks are enough service is fast no queues travel agencys most big car rental companys have a desk and restaurants and visitors terrace with a nice view are available,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Fuzhou,airport,Ethan Lin,2016-07-18,The signs at Fuzhou airport are quite helpful since available in both English and Chinese The border security counter has a rating system where you can rate them based on your experience If you dont speak Chinese it may be slightly difficult to get around Queue was quite long and it took quite long to find your baggage However it was an OK experience The staff was very friendly and friendlier than I had expected,5.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Gothenburg-landvetter,airport,6 reviewsThomas Lemoigne,2017-08-02,Landvetter airport is a rather small one well organized and neat Security checks have seldom long queuing and are generally fast Lots of toilets are available very clean with taps to fillin bottles with water So do not hesitate to pass security with an empty bottle Shopping options are limited as the airport is small but the choice is more than correct This airport seems well managed,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Guayaquil,airport,Joseph Travis,2011-08-07,Guayaquils airport has most of the services that we have here in Australia they even offer jetways into planes There are restaurants ATMs machines banks coffee shops and entertainment it passed our expectations without doubt,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Haikou,airport,1 reviewsQiteng Lu,2018-12-25,The international terminal of Haikou Airport is a very spacious terminal I have ever seen The terminal is small and dedicated The staff of VIP room help me to carry the language when I arrived and welcome me before I check in and keep me company all the way to the lounge There is a beautiful tropical garden in the terminal The staff in the airport is professional and dedicated I want to thank them for treating me so well,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Hangzhou,airport,Joe Bailey,2008-11-06,Pretty basic as airports go Way out of town it is simply ridiculous and taxis are well keep your belt on and wear a helmet if you have one The airport sort of works but this is a typical domestic Chinese airport not great not entirely hideous but you know what If you want to fly to Hangzhou its this or nothing I can tell you it is heaven compared to the central rail station,2.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Hatay,airport,M Veitch,2011-04-16,Hatay HTY I flew into Hatay last year for my daughters wedding celebration airport was small but adequate and staff were helpful,5.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Hong Kong,airport,2 reviewsBarnaby Emmerson,2024-11-02,Very clean and big airport Nice facilities Good open space Lots of shops and restaurants and fast food services including MDS and KFC All of it was pretty much airside The queue in Security wasnt that bad Nice airport and a lot of air conditioning,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Iloilo,airport,Nancy Macendo,2022-07-23,Waiting area is too far from the entrance a lot of mosquitos in waiting area as its open crowded too My flight at am and I arrived long hours before my flight in which they decided to let me stay in waiting area overnight and mosquitos enjoying to eat you alive Please do something,1.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Iloilo,airport,E Carew,2015-04-23,I arrived at night so it was difficult to be as observant as during the day but baggage came off the conveyor belt within minutes and I obtained a modern car with a very pleasant driver for the transfer to my city hotel the transfer costing P which was reasonable Overall an airport that delivered for me on this trip,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Islamabad,airport,A Talat,2019-07-17,Massive improvement in airport and staff Very clean public facilities are well maintained Staff are a bit friendlier now and fewer queues on departure and arrival securityimmigration clearance due to having extra staff on counters Just need a few more shops in the terminal,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Jakarta,airport,Angela Avida,2020-02-29,Most of the airport was hot Only felt moderately cool at the quiet area which wasnt quiet at all It was right next to noisy escalators and on top of an area where staff I assume they were staff would congregate and loudly converse The rest of the time I thought staff were loudly and the airport was nice enough Lots of restaurants and little shops although most closed at night I arrived and was in transit for hours Outlets everywhere and potable water available,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
John Wayne,airport,T Tracy,2019-05-22,John Wayne airport is a nice little smallhumble airport good for traveling with kids It is a small airport with only gates everything in the airport is close by If you live by John Wayne I definitely would recommend,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Karlsruhe,airport,S Townsley,2011-06-19,Since my last review Karlsruhe airport has improved beyond expectations Regular flights to more destinations and vastly improved bus services to Baden and Rastatt Eating and shopping facilities need to be improved especially on Sundays when the duty free shop and gate one bar are generally closed,4.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Kent,airport,O Beardsmore,2014-03-06,The airport is very small however the staff provided a very good service We went through the airport very quickly,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Khartoum,airport,Malachy Roscoe,2004-05-04,The obligatory show of your boarding pass on boarding the plane Dont expect duty free air conditioned waiting areas business lounges or facilities smiles hello thank you goodbye catering information desk assistance even from airline representatives or toilet facilities and you wont be left disappointed But once outside the Worlds Worst Airport you will meet the most pleasant courteous and honest people that I have ever personally encountered Welcome to the real Sudan,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Kigali,airport,Barrie Enslin,2014-02-17,One of the better airports in Africa I made use of the pay lounge at USD where they served snacks and drinks I had a medical situation was referred to the medical station and received good medical attention,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Kilimanjaro,airport,Adam Simmons,2010-06-23,Compared to so many airports a delightful experience I was first off my arriving flight and so did not have to queue for a visa Only one person was doling them out so I guess that stragglers had quite a wait On departure plenty of shops for such a small airport with plenty of seating both indoors and out no problems in either direction with passport or customs,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
King Mswati III Intl,airport,3 reviewsTeayaung Kim,2016-02-09,Recently opened airport because the former airport in Matshapa is now being used as something else The new location is quite inconvenient because it takes more than an hour from Mbabane city centre and I would strongly recommend that you use the road from Johannesburg to Mbabane because it takes only four hours from SA Cost wise it is also efficient to use the road,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Kinshasa,airport,S Ross,2016-10-13,I read horror stories and read terrible reviews about Kinshasa FIH Ndjilli Airport I was very nervous about going through there What a lovely surprise awaited me A brand new terminal clean bright air conditioned well a big plus in Africa all employees well dressed and polite Procedures took time and were very detailed but nothing out of the ordinary You dont really need to pay a VIP service to go through you will be OK on your own Make sure all your travel documents and stay details ready for inspection,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Koh Samui,airport,Andrew Mortimer,2022-12-12,Brilliant little airport with thoughtful touches such as free snacks and water Only downside was the open air departure lounges so no air conditioning ie humidity very high,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Koh Samui,airport,2 reviewsA Davids,2017-04-15,From the first step of the airplane at Koh Samui Airport I felt that I was in a tropical paradise It was not a standard airport bus but a train of small wagons painted in bright colours Airport is a complex of many small buildings in Thai style connected by open galleries A lot of open space just covered with roof from rain Many trees and flowers Even an aquarium in WC There are minibuses for transfer to Samui hotels and of course you can take an individual taxi with fixed price,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Kota Kinabalu,airport,2 reviewsAzizul Ismail,2015-11-30,A modern medium size airport with ample space airside got plenty of outlets at the departure area and efficient checkin counter The airport is near to the city centre and it is easy to reach by taxi and private transportation Once through the security check you will be greeted by an airy airside with an ample seating area near to the gate and due to the design of the terminal the distance of the gate is really short and gave ample time for the passenger to catch their flight,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Krabi,airport,Mohammed Gother,2024-02-25,Small airport arrival was smooth half hour queue at immigration but bags waiting for uson departure ten minutes from check in to be sat at the gate on comfortable seats and soft carpetairport is very clean and did not come across any rude staffin fact they were very polite,10.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Lamu,airport,Jonathan Beard,2010-04-29,The current airport consists of two buildings The first houses the security scanners and the second an open air thatched building the manual check in Very pleasant for small groups A new terminal is being constructed and should be ready in a few years Like most things in Lamu this is a simple functional relaxed airport From the terminal you walk meters to the fast boats for the minute ride to Lamu Town or to Shela Beach,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Langkawi,airport,Y Ren,2013-08-11,Small airport only serves a couple of airlines Landing process was pretty fast seem the airport does not have air bridges Bags delivered pretty fast Check in at airport was fine many dining options Security check was fast Not sure about transportation options because we were picked up and dropped off by our hotel It is a very sufficient regional airport,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Leon Guanajuato,airport,Sandy Huff,2007-02-05,Ive flown in and out of BJX a half dozen times and have no problems Take along a book or knitting as there are only a couple of souvenir shops but they are colorful and reasonable My destination has been San Miguel de Allende the art colony thats popular with US citizens,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Leon Guanajuato,airport,Edgar Solis,2006-05-31,This is a small and nice airport Ive landed and departed from this airport before and it has changed a lot I dont know why it is called Leon Airport if it is closer to Silao Gto I landed there a few months ago my destination was Romita Gto my mothers hometown This airport is very convenient for us since it is only about mins away from Romita Also this airport is not very far from Guanajuato city I recommend people to visit Guanajuato this is perhaps the most European style city in Mexico,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
