review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
KM Malta Airlines,airline,28 reviewsRobert Watson,2024-10-13,Superb This is by far the best business class product within Europe The meal was one of the best Ive eaten Cabin crew delightful Wine servings enormous and just nothing to correct in the product It is a shame that no other European airline comes close to this standard,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
LAM Mozambique,airline,24 reviewsS Gupta,2025-03-18,A comfortable nononsense flight which was delayed by about minutes while departing but made up for most of the time difference by the time one landed The crew was courteous and professional the seating comfortable and there was a snack service consisting of a packet of Lays Chips and a Juice which was quite ok for the short flight The luggage arrival was also fuss free and ontime Overall quite a nice flight,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Libyan Airlines,airline,Steve Flint,2010-07-31,TIPBEN on a nearly new Canadair regional jet with leather seats and decent pitch Very happy with the short flight New terminals are being built at both ends sorely needed Otherwise would fly them again,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Nepal Airlines,airline,M Harkajan,2023-07-02,We took Flight from Kathmandu to Bangkok by Nepal airlines for our Holiday trip Flight was on time meal provided during flight is delicious and have veg and non veg options Staff of airline were well behaved and professional I will use service of Nepal in future as well Highly recommended,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Norwegian,airline,M Billman,2025-03-05,I simply love Norwegian Its a no nonsense airline that has been incredibly reliable on of the legs that I have recently flown with them Seat pitch is sufficient pricing is fair and predictable and everything just works The service is fine and the onboard menu contains all you need for a few hours in the air I regard them much higher than most old airlines now saying this as a Lufthansa Senator,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Pakistan Intl Airlines,airline,L Wilton,2024-10-26,I had pretty low expectations for this airline but fortunately things turned out well and PIA delivered for me The flight was on time and bags arrived in a timely manner While the meal served was not exactly delicious it was nice to know they at least served some food on this hour flight The seats were standard and flight attendants polite and respectful Would consider using again,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Phuket Air,airline,Sarah Doughty,2005-04-12,I work on a consumer programme for ITV and would be interested in hearing from anyone who was on the Phuket Air flight which had a reported fuel leak during a routine stop at Sharjah on Sunday rd April We would be interested in hearing your story Please send your contact details using the Comment Form at the bottom of this page and Skytrax will put you in touch with Sarah,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Privilege Style,airline,B Carson,2019-08-17,Manchester to Tenerife On the morning of our flight TUI informed us that due to scheduling issues they have enlisted Privilege style as a charter airline The seat was comfortable only issues were my tray table was loose the window was in a position that caused pain on my neck to look out of it The interior felt somewhat tired Apart from this the flight was comfortable and landed safely,6.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Ravn Alaska,airline,S Laird,2008-03-27,ANCFAIANC Economy Open Seating Check in was difficult The checkin agent did not understand how to read my ticket and almost seemed to blame me for the error Once on board however the flight attendants both on the outbound and return were very nice especially on the return flight a definite sense of humor Era offers low fares between Anchorage and Fairbanks and I will be flying with them again Its also nice not to have to go to security when flying on the smaller planes,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sansa Airlines,airline,Georgios Vrontos,2018-04-19,Tambor to San Jos Regional airline Flight with Cessna clean and flight was on time Very basic airport but the staff were eager to operate it efficient They operate from San Jos domestic terminal which is basic but does the job They are trustworthy and I would recommend them,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Santa Barbara Airlines,airline,A Decolt,2011-08-18,Panama City to Caracas a journey of hrs There was very little legroom but we were served quite a decent meal and considering it was a short flight I was impressed We departed on time but arrived min late,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Shenzhen Airlines,airline,S Keller,2024-04-05,Pricequality is unbeatable Airplane was on the same standard as most European Airlines and Food and service as well Regarding the transfer in Shenzhen it works perfectly It is a huge modern international Airport I was advised that I could enjoy my time outside the aiport as Austria is one of EU countries that are now Visa free Went to the city with public transport and visited the KK Mall and St Regis Highly recommended Plane was empty that was nice as well,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Singapore Airlines,airline,1 reviewsAshish Gupta,2025-02-23,I recently flew in Singapore airlines Everything about the airline is premium Check in experience the gate allotted to them time performance crew Flying in A was itself unique experience Seating comfort could have been better though otherwise its a out of,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Singapore Airlines,airline,James Acerra,2025-02-05,This airline is world class and knows how to treat its customers with professionalism and respect Hands down the best airline Ive traveled with and Ive traveled a lot If their standards remain top notch Ill be a customer for life,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Skymark Airlines,airline,S Siauw,2016-01-18,Tokyo Haneda to Sapporo return with Skymark Airlines First leg on Boeing NG New cabin comfy seat and generous legroom for a lowcost airline Even though I didnt purchase any the drinks and snakcs are sold at a cheap price Departure and arrival on time Return leg delayed for mins due to congestion at destination airport Return aircraft was an older Boeing Very warm cabin temperature But overall worth the ticket price Definetely better than AirAsia and JetStar,7.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Skymark Airlines,airline,Farel Silalahi,2014-08-08,Flew Tokyo Narita Sapporo Tokyo Narita Flight from Narita was on time while from Sapporo to Narita was delayed for hour Overall flight was ok Ground staff very professional,8.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Spring Airlines,airline,25 reviewsAlain Kupferman,2024-11-20,I have read many negative reviews about this airline so I was not disappointed There was absolutely no service no water was offered no entertainment seats were standard but could not be reclined Checkin was efficient as well as boarding and the most positive point was that the plane left and arrived on time Given the price it was a reasonable option,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
StarFlyer,airline,F Endo,2008-04-29,KIXHND a stylish airline Cabin staff service efficient Cabin which is coordinated in white and black elegant and personal monitor is easy to use Seats are made of black leather and seat pitch is enough,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
StarFlyer,airline,Matthew Lubeck,2007-02-26,This airline has impressive cabin staff and a very efficient ground staff never need check in more than minutes before my flight even in Tokyo,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
TACA Airlines,airline,M Mendez,2013-10-10,My route was GUASALLAX and I like the attention and polite service of the flight attendants During the flight GUASAL operated by E we had candies and the departure and arrival to SAL was on time The service from SAL LAX operated by A and we departed on time The crew were very nice We got our dinner and a movie before the purser shut off the lights to let us sleep and they offered blankets For passengers that didnt sleep the crew offered beverages,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Thai Smile Airways,airline,N Wanasorn,2023-10-10,Thai smile offers convenient service through their app and self service at Suvarnabhumi Airport with staff support The time of flight is in time Staff gave service with hospitality,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Thomas Cook Airlines Scandinavia,airline,M Sommerville,2015-03-04,CPHHurghadaCPH Flew this airline as part of a charter flightholiday in the Red Sea Both flights I enjoyed immensely Credit for this goes to the cabin crew and their ability to generate such a happy atmosphere in cabin The food quality served was by far the best I have put my teeth into for economy class in more than years of flying around the world On top of this the plane was literally an all new A I had paid a little extra for a few extra centimetres of leg space thumbs up arrival on time at both ends,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Trigana Air,airline,47 reviewsL Garzler,2019-01-03,Yahukimo to Jayapura Flight was about an hour late quite normal in this remote place Plane was comfortable enough with reclining seats and even a box of tea provided unlike on the sole competitors flights on this route,7.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Tropic Air Belize,airline,Pat Kelly,2022-08-10,This company is horrific We had a cancelation of our flight back home and this airline refused to refund our money Fly Maya Island Air They are exceptional less expensive and very flexible The planes are also shady You will not regret flying Maya Island Air Have a wonderful and safe flight,1.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
V Air,airline,Helen Curreen,2016-07-09,I was really impressed with V Air flying from Bangkok to Taipei Easy to use website for booking Smiling staff at check in Very efficient even weighed and tagged cabin baggage Flight lifted off at exact departure time Plane seemed new We didnt preorder food but were able to buy some Cabin crew did a delightful safety demonstration smiling graciously and the passengers applauded Everything spotless efficient thoughtful,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Volotea,airline,Filippo La Rosa,2025-04-02,I have been flying with Volotea for years and have never had any problems I believe that the company is one of the best in existence This is due to all the staff and the company organization Sono anni che volo con Volotea non ho avuto mai problemi Ritengo che la compagnia sia una delle migliori tra quelle in essere Questo merito vs al personale tutto e allorganizzazione aziendale,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Abu Dhabi,airport,4 reviewsNash Degaonkar,2024-12-13,The Airport is pretty decent in a lot of aspects The duty free is vast the airport staff and security are ultra professional helped me guide through the terminal on where to find my gate However the WiFi experience could have been better because doing facetime calls was a problem considering whatsapp is not allowed Anyhow it is massive,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Aguascalientes,airport,2 reviewsHoward Atkins,2016-10-20,This is a small airport but over the past couple of years it has improved a lot The customs and immigration are polite and fast with the baggage also coming fast There is a coffee shop outside the secure area and also one inside but the coffee outside is better There is also now free WiFi in the airport There is a lounge but this is not connected to the airlines but for payment No need to arrive to early,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Albany,airport,Andrew Champagne,2012-05-16,I fly into and out of Albany a few times a year on business For my money its one of the most efficient airports in terms of securityTSA in the country They get you in out and on your way with very little hassle the way it should be The airport itself isnt huge and doesnt have some of the amenities of a larger hub but as a traveller Im looking for efficiency and thats what Albany Airport provides,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Alicante,airport,Janet Westgarth,2024-09-09,I was travelling with sight impaired friends Assistance was prebooked with Easyjet I cannot praise the staff highly enough We arrived late at night and we were wheeled very efficiently and cheerfully The staff cared for us very well and made sure we got safely to our taxi,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Alicante,airport,Vera McMullan,2022-08-05,I want to commend staff at Alicante airport on what was my first airport visit post covid Arriving and departing was prompt and hassle free When I accidentally broke a mug at the Starbucks counter the staff were just concerned about how I was feeling Also the girl at the EasyJet gate took my postcards which I had forgotten to post and promised to post them for me They all arrived eventually so thank you,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Alice Springs,airport,Paul Harvey,2009-09-23,A typical small Australian airport which operated well Some distance out of the city it is served by a bus and taxis fare Check in was easy there being more than enough desks for the traffic Security was efficient with a bookshop and cafe airside All gates are walk to the plane which are never far away Compared to many this is a nice airport,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Almeria,airport,Susan Davis,2007-07-18,I found the airport to be more than adequate We were there in July and it was busy but check in was OK as was security The waiting area is small and there are not enough catering facilities but the roof top terrace was brilliant it was a pleasure to wait for the plane for once and you can have a cigarette in peace The toilets were clean and tidy wastebins emptied frequently so all in all not a bad airport have certainly spent time in much worse,3.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Antwerp Deurne,airport,C Wajsberg,2012-10-27,Very small airport with not many destinations to fly to from Free parking in front of airport very fast check in One restaurant coffee shop with nice local food Arriving at Antwerp airport it will take you around to after disembarking until you receive your suitcase and are in a taxi home,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Arkhangelsk,airport,Y Kiselev,2010-10-03,Used this airport on numerous occasions over the last years Over the last year both domestic and international terminals underwent some renovation and rearrangement of facilities in my opinion for the better Of all facilitiesservices expectable from a midsize regional airport ARH lacks free WIFI coverage and cafes serving hot meals Overall it is a decently wellkept airport which may though benefit from further renovations and improvements,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bahrain,airport,A Zubairi,2023-02-02,Really beautiful airport after the renovations All major fast food places available apart from local cuisine Wifi is free and fast regardless of duration of the connection which is a huge plus Coffee shop was slightly expensive but the food and coffee were fine nonetheless The announcements are a big plus since most airports in the region are switching to quite airports,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Beirut,airport,18 reviewsGyan Fernando,2020-01-25,A nice airport and frankly I am surprised at the bad reviews I arrived there at approx hrs Entry and checkin were very easy Security was straight forward and immigration was very easy Once on the airside a restaurant was open as were the dutyfree shops The only downside were the grumpy staff of the shops who obviously had not woken up yet Announcements were clear and boarding was orderly and we took off on time,9.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Belo Horizonte Confins,airport,A Hetier,2009-12-07,I concur with the comment below Confins is underused But there is a big plus Conexao Aeroporto buses that take you to the city centre are punctual and efficient Things have changed since and there should be more improvements in the future,3.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Berlin Tegel,airport,J Meeson,2020-11-01,Im autistic and was nonverbal unable to speak when I went through security but the staff were incredibly kind and helpful It was very much appreciated as its obviously very difficult to navigate the world when one cannot speak and the staff were completely understanding Be proud,10.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Berlin Tempelhof,airport,Lisa Sanders,2008-06-06,Templehof is a dream The architecture is beautiful and the departure hall is stunning Some of the original features can be found a true jewel It oozes nostalgia and would be a tragedy to lose such a wonderful piece of history The most civilised journey Ive embarked on to date was Templehof to Brussels,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Bohol-Panglao,airport,13 reviewsAndreas Becker,2022-05-28,Quiet new airport opened in Check in was efficient Distance to Alona Beach only a few minutes Therefore very comfortable for people staying at the beach There are only few food stalls available Overall a fast and efficient airport,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Bremen,airport,Eric Decamps,2015-09-06,Nothing special to write it looks more like a train station than an airport but its a small city anyway so thats fair Access from the city center by tram makes it the easiest cheapest and fastest airport to reach Ive seen in my life Fans of space will love the huge International Space Station model in the main hall and aviation fans will love the souvenir shop where you can buy many Airbus collectors items One thing they should put more power sockets,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Brussels Zaventem,airport,8 reviewsNorman Mackenzie,2024-12-09,I have to say I was quite impressed with this place The two terminals are easy to navigate and there is plenty of space Plenty of retail if such is your thing an I enjoyed my Stella as I waited for my next leg One thing I really liked is the ability to get WhatsApp updates for your flight schedule checkin gate departure gate etc I hadnt seen this before Surprised that all the announcements are in English,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Canberra,airport,L Maben,2019-06-02,Professional courteous security Definitely a credit to the management and the leadership team Well done Definitely recommend the team for their professional approach and execution of their duties,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Chattanooga Metropolitan,airport,Bill Peterson,2006-05-12,CHA has the misfortune of being too close to Atlanta Over half of Chattanooga flyers drive to Atlanta or Nashville or Birmingham to fly However CHA offers competitive fares and I would guess most flights now are regional jet The airport itself is beautiful with a large copper dome as the facilitys trademark in honor of the citys railroad heritage CHA is a modern stateoftheart airport and is where I choose to fly out of even though I live in the northern Atlanta burbs,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Cochin,airport,Vidya Iyer,2021-11-06,Very disappointed to see that you are busy aping the western culture and forget our own roots As an Indian I am very proud of my heritage and all my traditional food However Cochin airport is a far cry from that You will happily serve cappuccino coffee to please a foreigner while completely omitting to serve a traditional Indian masala tea or a nice bru coffee It is very sad what Cochin airport has come to,2.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Corpus Christi,airport,Simon Channon,2011-03-21,It looks like a white elephant but what an elegant one Corpus Christi appears to handle only connecting flights to Dallas and Houston thats the international bit with just three airlines operating there It is light bright airy and wonderfully free of the normal hustle and bustle of a modern airport Checking in took three minutes passport control and security about the same they have new full body scanner Each airline has its own gate complete with airbridge to connect even to small planes,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Curacao,airport,R Noguera,2024-10-27,My Mom required wheel chair service and we received superb service especially on our departure by Devon He ran to get my Mom as there was a gate change and looked for me as I was getting a snack for her None of the crew advised us but there was Devon with his wonderful smile,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Da Nang,airport,Helge Johansson,2024-11-16,Nice clean but crazy expensive food USD for a Cappuccino for a Bnh M Besides that its a nice airport with all facilities you can expect,3.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Dallas Fort-Worth,airport,52 reviewsMahmud Noormohamed,2024-07-09,Whats not to like about DFW You can park at any terminal and take the SkyLink to whichever terminal youre departing from Departure from Terminal E and arrival at Terminal A Parked across from Terminal E United Airlines gates TSAPre took a little bit longer than usual to clear minutes Both Terminals A E are spacious with plenty of shops and dining options Terminals were clean,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Damascus,airport,J Delmonte,2011-05-01,I first arrived in Damascus in Feb Since then I have been back and forth almost times a year since then I am an Englishman who met and married a Syrian girl in The airport in my view was more relaxed in the old days whereby you could check in and walk back into the loungecafe for tea etc with your friends and family,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Durgapur,airport,Jayastu Senapati,2020-03-10,Kazi Nazrul Islam airport RDP Durgapur is a new greenfield airport in the the industrial city of Durgapur West Bengal Eastern India It is a growing airport which holds much promise for improving air connectivity to this part of the state and can become a major player in boosting tourism and business in the area The connectivity from the city to the airport has improved but still needs more intervention including development of the surrounding areas,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Ercan,airport,Allan Foster,2018-10-04,After standing at passport control for over hour It was our turn Seconds earlier a couple appeared in another queue next to ours My partner who speaks the language perfectly pointed out that there was a queue Also someone else in the queue pointed it out as well The passport officer told us to go back over the red line And told this couple to come forward Not military not late for the same flight as us Cant believe that someone should get preferential treatment at passport control,3.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Friedrichshafen,airport,H Oberbeckmann,2013-07-07,The airport is very small with just about million passengers a year The few checkin desks are enough service is fast no queues travel agencys most big car rental companys have a desk and restaurants and visitors terrace with a nice view are available,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Funchal,airport,Anthony Pilkington,2024-01-25,I was a disabled passenger on the Tui flight departure date which eventually took off All Madeirian staff at the airport were polite very helpful in particular the disabled Assistance staff The poor weather affecting the departure will not deter my family from coming back to Funchal All the very best for the new year,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Guayaquil,airport,Joseph Travis,2011-08-07,Guayaquils airport has most of the services that we have here in Australia they even offer jetways into planes There are restaurants ATMs machines banks coffee shops and entertainment it passed our expectations without doubt,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Haikou,airport,1 reviewsQiteng Lu,2018-12-25,The international terminal of Haikou Airport is a very spacious terminal I have ever seen The terminal is small and dedicated The staff of VIP room help me to carry the language when I arrived and welcome me before I check in and keep me company all the way to the lounge There is a beautiful tropical garden in the terminal The staff in the airport is professional and dedicated I want to thank them for treating me so well,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Hat Yai,airport,J Gauthier,2012-01-09,Regional airport not that busy Efficient checkin Services pretty basic but everything works Newer TG Business Lounge very nice,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Hatay,airport,M Veitch,2011-04-16,Hatay HTY I flew into Hatay last year for my daughters wedding celebration airport was small but adequate and staff were helpful,5.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Iloilo,airport,Nancy Macendo,2022-07-23,Waiting area is too far from the entrance a lot of mosquitos in waiting area as its open crowded too My flight at am and I arrived long hours before my flight in which they decided to let me stay in waiting area overnight and mosquitos enjoying to eat you alive Please do something,1.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Iloilo,airport,Nick Talavera,2020-12-18,Though it is small it is one of the best efficient and beautifully designed international airports in the Philippines Been using it when I am visiting for business and leisure and Im not disappointed everytime I used this airport I do hope the government will expand this soon,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Islamabad,airport,A Talat,2019-07-17,Massive improvement in airport and staff Very clean public facilities are well maintained Staff are a bit friendlier now and fewer queues on departure and arrival securityimmigration clearance due to having extra staff on counters Just need a few more shops in the terminal,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Jakarta,airport,Angela Avida,2020-02-29,Most of the airport was hot Only felt moderately cool at the quiet area which wasnt quiet at all It was right next to noisy escalators and on top of an area where staff I assume they were staff would congregate and loudly converse The rest of the time I thought staff were loudly and the airport was nice enough Lots of restaurants and little shops although most closed at night I arrived and was in transit for hours Outlets everywhere and potable water available,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
John Wayne,airport,1 reviewsMatthew Salovitz,2018-10-03,Beautiful airport in Orange County with incredible ease to all major interstates Airport sits off the and is perfectly situated for Los Angeles visitors Large airport with a small town feel,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
John Wayne,airport,Dylan Peterson,2016-03-28,Love John Wayne Airport it is close and convenient to the I and everything in southern California It is a lot easier to get in and out of than LAX and so much more modern Flew from here to Portland recently and going through security and checking in the bags was a breeze,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Kaohsiung,airport,Kevin Wu,2008-08-13,Kaohsiung International airport are one of the best airport to entry Taiwan Now with all the transportation by subway which can easy get from Kaohsiung down town to Kaohsiung airport in mins,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Karlsruhe,airport,S Townsley,2011-06-19,Since my last review Karlsruhe airport has improved beyond expectations Regular flights to more destinations and vastly improved bus services to Baden and Rastatt Eating and shopping facilities need to be improved especially on Sundays when the duty free shop and gate one bar are generally closed,4.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Khartoum,airport,Malachy Roscoe,2004-05-04,The obligatory show of your boarding pass on boarding the plane Dont expect duty free air conditioned waiting areas business lounges or facilities smiles hello thank you goodbye catering information desk assistance even from airline representatives or toilet facilities and you wont be left disappointed But once outside the Worlds Worst Airport you will meet the most pleasant courteous and honest people that I have ever personally encountered Welcome to the real Sudan,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Kiev Zhulyany,airport,katya ivanova,2019-08-04,This airport was very efficient no lines or delayed services There are a lot of shops where you can shop and places where you can have a bite Delicious coffee and bakery items to buy,10.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Kilimanjaro,airport,Adam Simmons,2010-06-23,Compared to so many airports a delightful experience I was first off my arriving flight and so did not have to queue for a visa Only one person was doling them out so I guess that stragglers had quite a wait On departure plenty of shops for such a small airport with plenty of seating both indoors and out no problems in either direction with passport or customs,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
King Mswati III Intl,airport,3 reviewsTeayaung Kim,2016-02-09,Recently opened airport because the former airport in Matshapa is now being used as something else The new location is quite inconvenient because it takes more than an hour from Mbabane city centre and I would strongly recommend that you use the road from Johannesburg to Mbabane because it takes only four hours from SA Cost wise it is also efficient to use the road,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Kinshasa,airport,S Ross,2016-10-13,I read horror stories and read terrible reviews about Kinshasa FIH Ndjilli Airport I was very nervous about going through there What a lovely surprise awaited me A brand new terminal clean bright air conditioned well a big plus in Africa all employees well dressed and polite Procedures took time and were very detailed but nothing out of the ordinary You dont really need to pay a VIP service to go through you will be OK on your own Make sure all your travel documents and stay details ready for inspection,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Koh Samui,airport,Andrew Mortimer,2022-12-12,Brilliant little airport with thoughtful touches such as free snacks and water Only downside was the open air departure lounges so no air conditioning ie humidity very high,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Koh Samui,airport,2 reviewsA Davids,2017-04-15,From the first step of the airplane at Koh Samui Airport I felt that I was in a tropical paradise It was not a standard airport bus but a train of small wagons painted in bright colours Airport is a complex of many small buildings in Thai style connected by open galleries A lot of open space just covered with roof from rain Many trees and flowers Even an aquarium in WC There are minibuses for transfer to Samui hotels and of course you can take an individual taxi with fixed price,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Kota Kinabalu,airport,2 reviewsAzizul Ismail,2015-11-30,A modern medium size airport with ample space airside got plenty of outlets at the departure area and efficient checkin counter The airport is near to the city centre and it is easy to reach by taxi and private transportation Once through the security check you will be greeted by an airy airside with an ample seating area near to the gate and due to the design of the terminal the distance of the gate is really short and gave ample time for the passenger to catch their flight,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Langkawi,airport,Y Ren,2013-08-11,Small airport only serves a couple of airlines Landing process was pretty fast seem the airport does not have air bridges Bags delivered pretty fast Check in at airport was fine many dining options Security check was fast Not sure about transportation options because we were picked up and dropped off by our hotel It is a very sufficient regional airport,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Leipzig/halle,airport,Evan Duerr,2008-01-22,Easy to get to with car from the Autobahn or from Leipzig with the train The airport is large but not confusing or crowded Security was a breeze All the people seemed nice,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Leon Guanajuato,airport,Sandy Huff,2007-02-05,Ive flown in and out of BJX a half dozen times and have no problems Take along a book or knitting as there are only a couple of souvenir shops but they are colorful and reasonable My destination has been San Miguel de Allende the art colony thats popular with US citizens,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Leon Guanajuato,airport,Edgar Solis,2006-05-31,This is a small and nice airport Ive landed and departed from this airport before and it has changed a lot I dont know why it is called Leon Airport if it is closer to Silao Gto I landed there a few months ago my destination was Romita Gto my mothers hometown This airport is very convenient for us since it is only about mins away from Romita Also this airport is not very far from Guanajuato city I recommend people to visit Guanajuato this is perhaps the most European style city in Mexico,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Limoges,airport,1 reviewsFlorian Chissadon,2016-12-28,I travel from Limoges to and from Paris The terminal is a little bit small but it is very clean There is a not a very long queue time and the staff were very proactive At this airport there is one bar and one restaurant but there are no lounges or dutyfree The boarding area is very small and there is not much seating This is a little but very efficient airport,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Long Island Macarthur,airport,Michael Nevradakis,2006-01-02,Very nice airport closely situated to New York City and very convenient for all travelling tofrom Long Island Decent selection of shops easy to navigate and not crowded at all when I flew threw both times Local hub for Southwest airlines,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Lviv,airport,Ivan Dzhur,2015-01-19,Once again I used Lviv Airport four times in August Very satisfied with facilities and staff who work there Definitely beats many USA airport who have a lot to do in order to improve,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Mauritius,airport,1 reviewsDinesh Maudhoo,2019-12-28,Probably the best island airport in the Indian Ocean Well designed structure the only challenge is the long queue in the immigration hall The authorities need to arrange extra officers during peak timings,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Medan,airport,Anthony C Lawman,2012-08-07,I have used Polonia six times in the last four year both international and domestic arrival and departure No problems with taxis overcharging just as for any airport do your research Be affirmative informed and polite,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Medina,airport,Kamaruddin bin Ismail,2018-10-28,First time arriving in this beautiful country together with wife for umrah Arrived by Malaysia Airlines A and departure with same aircraft Facilities well kept staff welcome us with a smile Easy flow for arriving and departing,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
