review_name,review_type,passenger_name,review_date,review_text,ground_truth_sentiment
Algiers,airport,1 reviewsT Peters,10/14/2016,Algiers airport transit from Spain to Qatar. Despite the Algeria embassy in Madrid telling us that a transit visa wasn't mandatory I recommend you to take it with you. There isn't an special way for transits. You must cross the passport control to enter Algeria and another passport control to go to your departure gate. It`s a quite slow process(30 min+). Also 3 security scans. The airport is small with a very interesting mix of cultures. The restaurants only accept cash in local currency (there is a bank in the terminal). Airport staff very helpful. Very dirty WC. New terminal under construction.,NEGATIVE
Algiers,airport,9 reviewsAndre Bouzid,10/28/2015,"Arrival from London was fine but the immigration hall was packed and it took a bit of time to get through. Baggage claim is always a nightmare at Houari Boumidienne airport (Algiers) because everyone has so many huge bags and the system isn't very efficient. Connections to the city are ok but we got a taxi. On the way back, check in had a very long line. But since we had online check-in, they allowed to go into Club Europe's queue though the way the agents work so lethargically, it wasn't much quicker. Immigration was smoother than on arrival. Security was separated by gender which annoyed some less conservative Algerians. I have to say we got the timing spot on as we were able to buy some Algerian wine and after a few minutes, we were boarding. But then, there is more security after the boarding gate which slows everything down as the X-ray kept breaking. What I personally don't like about Algiers airport is that there is so much ""security"" when in fact, the officers behind the screen are just chatting and laughing, barely looking at the screen. Overall, it is an ordinary airport with nothing particularly good but not bad either.",NEUTRAL
Algiers,airport,Qaddoumi Samar,5/16/2013,Algiers airport is huge and clean but I did not enjoy the business class lounge it was extremely poor compared to other countries. I had to go outside the lounge to use the toilet they served very poor quality food. As a Muslim country I also expected to a mosque for prayers but there was no specialized area. Shopping in the airport was ok.,NEGATIVE
Algiers,airport,R Oussalah,10/10/2012,This is the first time in over a year I used this airport and I have to say that I am not disappointed. Its facilities are fair very clean pleasant to stroll through and spacious. The staff is pleasant and professional.,POSITIVE
Algiers,airport,Mohamed Salah,7/27/2011,Good airport international terminal T1 is nice spacious clean. The only problem I see is the fact that the interdiction of smoking is not always respected.,POSITIVE
Algiers,airport,R Oussalah,1/19/2011,"For departures Algiers new airport is fairly spacious functional and the staff is friendly. I might have been lucky but I found the police controls and security to go fairly quickly. Shops are limited but I found them sufficient also they are open very early and close late. The choice of restaurants is limited to 1 for each hall and they are of the same provider. They offer reasonable selections of light eating and drinking. On arrivals I find it inadequate to have to walk down stairs after coming off the plane. I did not see an elevator available. The wait for the luggage is too long. I was told it was due to the luggage scanner being undersized for the traffic. One important deficiency is the absence of English signs; they are all in French and Arabic only. A shame for a brand new ""International"" airport. Over all I was satisfied mainly due to efficiency at departure and the feeling of space which is lacking too often in aging European airports.",POSITIVE
Algiers,airport,Mark Wadham,5/26/2010,The airport building in itself is fairly attractive and spacious. However it is spoilt by 3 things - stench of smoke everywhere. Algeria is 30 years behind when it comes to smoking restrictions. Long waits and bureaucratic procedures. These are the fault of the authorities. Stood in line for 40 minutes to get through immigration. Out of stock duty-free shop. OK if you want to buy Baileys but not much else.,NEUTRAL
Alicante,airport,H Gibbs,11/18/2024,Alicante airport is very clean and tidy. My only complaint is that the acoustics are terrible. Any announcements are impossible to understand and sometimes two announcements are made at the same time which is a waste of time.,NEGATIVE
Alicante,airport,Janet Westgarth,9/9/2024,I was travelling with 2 sight impaired friends. Assistance was prebooked with Easyjet. I cannot praise the staff highly enough. We arrived late at night and we were wheeled very efficiently and cheerfully. The staff cared for us very well and made sure we got safely to our taxi,POSITIVE
Alicante,airport,S Maldan,1/7/2024,"Special assistance staff went above and beyond to help us after huge road delays meant we were late arriving at the airport. Can’t thank them enough!! Airport itself was very clean, easy to navigate, lots of choice for food and drink. Fantastic staff.",POSITIVE
Alicante,airport,Marilyn Mair,1/2/2024,I had to fly from Alicante with a fractured leg. The staff and facilities were absolutely amazing. Please can you teach Edinburgh Airport how to facilitate and treat disabled passengers. Thank you so much Alicante.,POSITIVE
Alicante,airport,Kathleen Robinson,11/21/2023,"My husband and myself were at Alicante airport returning from a short break. I am disabled following a subarachnoid haemorrhage 5 years ago . I really needed to feedback on my support from Carmen who reported she has worked many years in the assistance area, she was so kind and helpful and made my journey much more settled, I cannot thank her enough. Regards Kath Robinson",POSITIVE
Alicante,airport,Mats Hemmingsson,9/11/2023,"Absolutely terrible. Obsolete information and hard to find your way around. When we came to return our rental car it was very difficult to understand were to go, and we went the wrong way twice. And we were not alone. Then, no restaurant except Burger K. before you come to the gates. And they made the entrance to the gates long by forcing everyone to go trough the tax free shopping area.  In the gate area there was very late info of witch gate to go to.",NEGATIVE
Alicante,airport,Vincent Schaeken,9/4/2022,"I used the Departure hall of Alicante airport before my Aer Lingus flight to Dublin. The experience was very pleasant and efficient. But as the flight took off from gate B23, it was not easy to find the B gates once I was through the security check. There were also other people who were finding it difficult to locate the B gates too. Please note that it was vey easy to navigate to the C gates",POSITIVE
Alicante,airport,Vera McMullan,8/5/2022,"I want to commend staff at Alicante airport on what was my first airport visit post covid. Arriving and departing was prompt and hassle free. When I accidentally broke a mug at the Starbucks counter the staff were just concerned about how I was feeling. Also the girl at the EasyJet gate took my postcards which I had forgotten to post ,and promised to post them for me. They all arrived eventually, so thank you!",POSITIVE
Alicante,airport,Caroline Hubbard,6/24/2022,"With the media coverage of airport delays we arrived early for our flight. Any anxiety quickly disappeared, our trip through security was quick and painless. The staff were polite, efficient and happy. Duty free prices were reasonable and toilets and surrounding areas were very clean. A good experience!",POSITIVE
Alicante,airport,1 reviewsDavid Hughes,6/5/2022,Arrived at the same time as another flight at 01.30. None of the automatic passport readers was open. There were just two police officers checking passports for more that 300 people. In the past passing through immigration has not been a problem.,NEGATIVE
Alice Springs,airport,Sandi Adamson,3/1/2024,Nice airport but it's the slowest for unloading passengers and luggage. I'm here frequently and it does my head in how slow it is! Please look into this. Why is it so long for luggage? And why does it take 30 min to get passengers off a plane?,NEGATIVE
Alice Springs,airport,14 reviewsO Martin,3/8/2018,"A small airport in the dead centre of Australia. The airport is a modern concrete building with plenty of glass. Just past the luggage carousel, there were many desks helping tourists to their next stop or journey. As it was internal flight, we walked straight to the luggage carousel. The luggage duly arrived, but not our hosts. We waited in the hot exteriors for our host and we could see the whole airport being shut down. It is a very quiet airport indeed.",POSITIVE
Alice Springs,airport,Alastair Finch,11/12/2014,Beautiful new terminal with excellent check in security and facilities - very impressed.,POSITIVE
Alice Springs,airport,Henry Tib,11/1/2013,A quiet domestic airport with adequate facilities though passengers are open to the elements on boarding and disembarking from aircraft.,POSITIVE
Alice Springs,airport,Paul Harvey,9/23/2009,"A typical small Australian airport which operated well. Some distance out of the city it is served by a bus and taxis (fare $30+). Check in was easy there being more than enough desks for the traffic. Security was efficient with a bookshop and cafe airside. All gates are ""walk to the plane"" which are never far away. Compared to many this is a nice airport.",POSITIVE
Almaty,airport,Nick Upton,6/8/2024,An absolute shambles of a place. Far too small for its purpose and extremely disorganised. Signage from domestic arrivals to international departures are not clear and security staff do nothing to stop people pushing and shoving and jumping the queue as you scan your luggage. The tiny check in area is shared with passport control so the lines intermingle with not enough staff. The waiting area is dark too small with nowhere near enough seating so that the whole place is crowded with people standing. Announcements are not clear and insufficient toilets for the crowds that build up. One of the worst airport experiences I've ever had. This is my second visit to Kazakhstan and I'm unlikely to return due to the surly staff and unorganized airport.,NEGATIVE
Almaty,airport,Daniela Ries,8/3/2023,"Completely pure disorganization by arrival. No announcement in English or in very poor quality without a chance to understand. Passport control was very crowded, no coordination via local airport staff, it took about 2.5h to pass the passport control. Very poor organization of luggage. Fast track was not possible",NEGATIVE
Almaty,airport,Herbert Poenisch,4/14/2023,"Business class passengers are whisked away by VIP service only if they pay for this service. Other business passengers have to join other passengers as the Fast Track lanes are blocked. In the baggage hall there were not enough trolleys, for a small gift the officials find you one!",NEGATIVE
Almaty,airport,T Andersson,9/2/2022,"The business ""lounge"" at this airport is ridiculous. Everything - even water - has to be paid for. The free ""snacks"" are disgusting, cheap, worthless Turkish sweets. You (or airlines) basically pay for access to a bar where you can buy drinks and food. Can't believe this.",NEGATIVE
Almaty,airport,S Baltanek,12/16/2021,"Almaty airport international departure lounge is only one hall, where everyone on all flights is jammed together. Extremely small space. The cafeteria available there are horrible to put it best, there is a Starbucks with very few tables. The cleanliness is substandard. Try not going to the toilets if you can: it is just a psychologically traumatic experience: the smell is horrible, not clean, often no paper towels available, the soap dispensers are just unpleasant to touch. Business class lounge at Almaty Airport is a huge scam, do not go there. It has very small space, poorly ventilated, all airlines crammed into one room, and the scam is that they charge for everything there, including for water, at overpriced rates. The security procedure is ridiculous. The passport control check passport and checks the face matches passport. The security check is roughly 10 meters after passport control, where there is a separate counter with someone checking passport and asking to show face. Now, the funniest part is that right after the counter, literally after taking 3-5 steps, there is another person who asks to show passport and checking the face again. I am not joking, this is seriously being done by people at the airport, literally three separate passport and face checks within 20 meters. Almaty Airport is a disgrace, shame to the country and to beautiful city of Kazakhstan.",NEGATIVE
Almaty,airport,B Adams,4/7/2018,"My first time transiting in Almaty. Kazakhstan, being an resource rich country, I expected that the airport of their largest city to be at least an international airport. I was most disappointed. 1) The business class lounge - guests must pay $26/pax to have snacks. All drinks are chargeable except for hot water, tea and instant coffee. There is no shower and no service. The ladies who work there really could not be bothered to serve anyone except to remind any guests who walk nearby the snack table that the snacks were chargeable. And guests are not allowed to bring drink/food from outside. Air Astana really needs to build their own lounge instead of using one provided by the airport. Being a Emerald frequent flyer under One World, I know I am spoilt at the First Class Lounges around the world. But this lounge in Almaty borderlines to be offensive. 2) Stairs, stairs and more stairs. This airport cannot be used by those who have disability or travel with baby strollers. There are stairs everywhere - first down from the air-bridge to transfer security, then up the stairs again to the gates. There is actually an elevator - but their are locked and guests are not allowed to use it. 3) Limited choices of food - there is only snacks and coffees. Do not plan to have a dinner in this airport while waiting for your flight. 4) Service - Lack of it. The Air Astana team is helpful. But other than them, service is so poor from the security team, to immigration as well as the waiting staff at those food stalls. Overall - avoid this airport if you have a choice.",NEGATIVE
Almaty,airport,Rosemary Papadopoulou,3/30/2018,"Not good for transit passengers. Staff are polite and helpful but nowhere to relax/sleep in a darker and quiet area. No ATMs/shops/food outlets, just a cafe upstairs. Toilets clean. Electric socket near where I was sitting didn't work. I obtained wifi with the help of someone as there seems to be no airport wifi. This lounge is just a square room, brightly lit, with toilets/chairs and a few coffee tables. Please improve our flying experience.",NEGATIVE
Almaty,airport,1 reviewsT Petrov,12/14/2017,"The airport itself is very small. I experienced huge crowds at the entrance of the terminal for the first security check line. The same at the passport control. Waiting area for departure is too small. On the way to the aircraft you have to deal with no escalators and elevators are too small. Terminal announcements on the departing and arriving flights were made permanently, even if I was traveling internationally I was forced to hear information on domestic flights.",NEGATIVE
Almaty,airport,18 reviewsAiyaphol Kemapuckpong,9/2/2016,"Most of the flights use the gates, but even though they are empty many low-cost flights (all except Air Astana, Etihad etc) use the ramps. The staff were reasonably friendly, and the immigration process was no bother compared to Tashkent Airport. The airport itself is too small. One of my friends in Business class decided to not use the lounge because it was just rubbish. The staff don't really care if the people in the business class lounge talk loudly or anything. The airport's check-in could be improved, and the domestic arrivals hall has too many taxi drivers trying to find customers. Food choice is also limited, but the duty free was actually pretty decent. However, I would not use this airport again, but I have to next year.",NEGATIVE
Almaty,airport,4 reviewsHerbert Poenisch,7/31/2016,"Agree with other reports that this airport lacks most of the conveniences which a frequent traveller expects. What is worse is that the Airport authorities don't take any of these comments seriously. Even frequent travelers qualifying for a lounge are disappointed, as the lounge lacks free drinks, free food and internet access. The staff just does not care. Avoid this airport if you can.",NEGATIVE
Almeria,airport,Mike Saunders,10/9/2018,First time to this airport. When we arrived it was such a pleasant surprise to see how small it was. The time from landing to being on the transfer bus was 15 minutes. The cases were already waiting after passport control. On the return visit it was much busier as several flights were taking off in a short period. However they dealt with the people quickly with no issues at all. I wish all airports were like this one,POSITIVE
Almeria,airport,Chris Knight,3/4/2018,"Pleasant small airport. Excellent parking, far far nicer than Alicante and better than Murcia San Xavier. It's in Spain, so some Brits may find things a little slow but nothing is slow enough to annoy any but the really intemperate. We like it and will use it as our Andalusian airport of choice for as long as we can.",POSITIVE
Almeria,airport,Bill Riley,7/25/2017,The airport is clean and modern. We had to walk a couple of hundred metres from the 'plane to the terminal - ok on a dry day. The delay at passport was unacceptable. Two grumpy officers dealing slowly with a couple of hundred arrivals. Not good enough.,NEGATIVE
Almeria,airport,Wayne Hakim,7/19/2017,"Horrible, hot sweaty long wait in passport control. Worst ever airport. Screaming kids and a two hour wait in queue for passport control. No access to toilets or cold drinks. I'm actually still in queue now, my pick up has left, fed up of waiting. Airport staff not giving any information.",NEGATIVE
Almeria,airport,Stuart Ward,7/10/2011,Interesting to see the airport since last year. Inbound passport has moved further indoors so no queuing on the road but still slow processing. There's an escalator to passports now which had a log jam at the top when we arrived so some guy had to rush out and switch it off otherwise there would be a pile of passengers at the top! Baggage arrived about 20mins after flight landed. Outbound speedy check in and security. Roof terrace still not open nothing has changed since last October.,NEGATIVE
Almeria,airport,Stuart Ward,10/24/2010,Arrival okay queue to go through passport was a bit long. Luggage arrived on the belt as we got though. Limited baggage handlers so for a full charter flight might be longer. About 25 mins from landing to getting in the taxi. Going out the departure hall has been rebuilt much better and quicker. Security still tight big queue to get through. The departure lounge has been rebuilt and access to the rooftop terrace removed. The lounge is much better than the original. As work is going on don't know if there are plans to restore access to the roof. Small snack bar with coffee and rolls at reasonable prices but duty free for local stuff is the same price as supermarkets and imported stuff is more expensive than UK supermarket prices. Wouldn't want to arrive or depart when there are more than 2 charter/scheduled UK flights though. Then it would get overloaded very quickly.,NEUTRAL
Almeria,airport,Susan Davis,7/18/2007,I found the airport to be more than adequate. We were there in July and it was busy but check in was OK as was security. The waiting area is small and there are not enough catering facilities but the roof top terrace was brilliant it was a pleasure to wait for the plane for once and you can have a cigarette in peace! The toilets were clean and tidy wastebins emptied frequently so all in all not a bad airport - have certainly spent time in much worse,POSITIVE
Almeria,airport,S William,3/25/2007,Almeria was unfortunately not built to handle the amount of traffic using it. There is only one runway which means deays in departure if there are several arrivals. The terminal facilities are sufficient in the low season but when the charters are at full peak it is woefully inadequate. The limited number of check-in desks means that when several flights are being loaded often only one or perhaps two desks are available for each. There is a real bottleneck at the one and only security entrance. Information is poor even when it is obvious that flights are late the original time is left showing on the monitors. The departure lounge is small and with only one cafe which offers a very limited selection of food and drink. There is however a large open roof seating area with lift and stair access with excellent views of the apron and runway with a cafe which opens when the airport is busy. The only bus link is crowded with non-airport passengers as already described by an earlier contributor and doesn't end at the combined bus/rail station but some 400 metres away in town. A taxi to the centre is only 8 - 10 Euros.,NEUTRAL
Almeria,airport,Dan Thorneycroft,8/25/2006,Reading some of the other reports of Almeria airport I have to say that I must have been lucky on the twenty or so times I have used the airport because I have not had any problems to complain about. The only serious problem which needs to be highlighted is the pilfering of baggage which happens. In view of the serious security problems at British airports someone in a foreign airport who can steal items from baggage could just as easily be putting something in! Almeria to Stansted appears to be the main problem and whilst the pilfering could be taking place at Stansted this is unlikely due to the limited amount of time the bags are available to the people doing the pilfering. The bags are out of sight at Almeria for up to 1.5 hours before the flight.,NEUTRAL
Almeria,airport,Mohd Kastor,5/31/2006,A small airport with limited but more than enough facilities. The immigration control area is very small with only one counter; resulted in a long queue extending to the outside of the arrival's entrance door. In the departure hall try to get anything you want (food newspaper souvenir etc.) before passing through security. Once airside there are only one small duty free shop and one very small cafe; boring poorly stocked and expensive!,NEGATIVE
Alor Setar,airport,Farouk Mogheth,2/26/2011,A regional airport for the northern most city in Malaysia just 45min drive from the Thai borders. A fairly sized terminal with Air Asia and Malaysian flying. Clean and very modern indeed with services and several shopping points for food. The process is fairly quick. There are only 2 gates with OK seating. The only downturn is that there is no monitor next to the gates and its not possible to see the plane on the tarmac so when we had a minor delay no one knew how much was the actual flying time and some were nervous. Otherwise very cheap flights to Kuala Lumpur- much better than a 7hrs bus ride for sure and a cheaper option to fly from BKK to southern Thailand just hop through the borders and fly to KL.,POSITIVE
Altenburg,airport,R Heelas,10/13/2008,As with many small airports travelling to and from Altenburg is a pleasure. The terminal is about as big as a Drive-Through burger restaurant and there is free parking within 30m of the building. This airport is an excellent option for passengers travelling to or from the southern part of the former East Germany or to the north of Bavaria (I live in Bamberg and the drive is much shorter and more pleasant than to the next nearest Ryanair airport at Frankfurt Hahn). On the downside if you arrive early the Duty Free shop is very small and the restaurant is basic but the staff are friendly.,POSITIVE
Amarillo,airport,Andrew Levy,1/7/2005,AMA has 2 passenger concourses but nearly all passengers must use the north concourse (serving the 30-series gates) serving American Eagle Continental Express and Southwest. The northwest concourse (serving the 20-series gates) is largely unused. As a result security screening at the north concourse is prone to long back-ups. One thought is for the airport to modify some leases and reassign tenants in order to ensure that the entire terminal is more uniformly utilized which would reduce terminal congestion.,NEGATIVE
Amman Queen Alia,airport,T Hilderbrandt,11/21/2024,"Terribly disorganized airport. Signage is horrible for international transfers. Had to go through security 3 times. E.g., bought some overpriced water by the boarding gate. Then they ordered all passengers out to go through security and then they took my water away. At security, they pulled my bag apart, then just stuffed things in randomly. I had to repack the whole thing. Few staff speak any English and they are rude. Also the airport has zero places to lie down anywhere. Avoid this airport if you can. They are amateurs in this business and a disgrace.",NEGATIVE
Amman Queen Alia,airport,2 reviewsMacit Samarah,8/17/2024,The airport has a nice design but it is not well maintained and you always feel it’s aging fast. The waiting time to reach immigration might take more than an hour in summer while bags might take on average 45 minutes in non-peak times. Duty free is good and the RJ lounge is very good with plenty of options. Toilet and hygiene facilities don’t have consistent standard,NEGATIVE
Amman Queen Alia,airport,Kezia Verena,8/9/2024,"I am writing to express my frustration with a recent security check at your airport. While traveling with my two young children, security staff threw away all the milk I brought for them. They couldn’t explain why and struggled with English, making communication difficult. As a parent, it was distressing to have essential items taken without proper justification. Thank you for your attention to this matter.",NEGATIVE
Amman Queen Alia,airport,Jaime Cousin,3/8/2024,"Awful experience during the security check as a female traveler. My bags went through the scanner and they requested to physically check 2/3 bins. After a rude check of my 2 bins they decided without reason & at the final moment to check my 3rd bin. I had food, which included cheese, they decided that cheese is liquid and refused that I take it. This bin was not flagged by the scanner - and cheese is not liquid. This was an arbitrary nonsensical decision. I’m furious that they are making this calls without any checks and balances. Furthermore I feel like I was discriminated upon as a female solo traveler.",NEGATIVE
Amman Queen Alia,airport,JB Bellamy,2/18/2024,"The airport experience was very unpleasant. The security staff was extremely rude and ripped my souvenir papyrus that we bought from Cairo. Everyone is very inefficient that’s why there are multiple security checkpoints. I guess the uneducated impolite security personnel feel empowered to give tourists a hard time. With this experience, we don’t have the desire to come back to Jordan.",NEGATIVE
Amman Queen Alia,airport,J Natinski,1/1/2024,"It was by far the worst airport experience I've ever had. The airport security personnel were incredibly rude and treated passengers with utter disrespect. They thoroughly searched through all of my belongings, including my medically prescribed medications, without any consideration for privacy or common courtesy. What shocked me the most was the length of time the security check took. Despite there not being a large number of people in line, the process took well over an hour, causing me to almost miss my flight. The airport was unprofessional and dirty. The facilities were poorly maintained, and the overall atmosphere was one of chaos and disorganization. It's clear that the staff are in need of proper training in customer service and basic hygiene practices. I would strongly advise anyone considering traveling through Amman International Airport to find an alternative route. The treatment and conditions at this airport are unacceptable, and I would never subject myself to such mistreatment and unhygienic conditions again.",NEGATIVE
Amman Queen Alia,airport,M Hasheem,9/22/2023,"We flew from Jeddah (excellent) via Amman by RJ Business Class to London Heathrow. When we landed into Amman as business class passengers we were first to leave the aircraft. Upon leaving we were met by an airport staff member that asked where we are going and a queue of people from the previous aircraft waiting to get through security in the 2nd row. I explained i'm transiting to LHR an that I have 2 hours until my next flight leaves i should have been able to walk through the first security queue. He then demands i join the back of the 2nd queue (approx 200 people) while the people from my flight walk through security in the 1st queue. I explained again, i'm going to be late for my flight but was ignored completely! 1 hour later he then merges both queues together to speed things up. So, what was causing the delay? 1 man in security with no magnifying glasses or machinery going through liquids under 100ml looking for specific ingredients! What's worse! By the time we get to this point he's trying to chat up my wife! This is the worst airport i have transited in! Never again! The staff are rude and are not interested in helping/listening. They don't know what customer service is! nor how to operate an airport. There is a lot of learning that need to happen here. I highly recommend you don't transit through Amman if you don't want to lose your sanity.",NEGATIVE
Amman Queen Alia,airport,Uwe Schmitt,7/26/2023,First time in Jordan we had to change the airplane at Amman airport. The experience at the security check was not a good one. The staff was rude to the customers and not very professional although we were friendly and everything was ok with our hand luggage. We spent a few hours in the Business-Lounge and enjoyed the food and the comfortable atmosphere.,NEGATIVE
Amman Queen Alia,airport,1 reviewsG Carter,3/16/2023,"We passed through this airport in transit twice, coming and going on a round trip. The airport appears modern, signage is okay. Bathrooms mixed on cleanliness. The worst part is passing though security. The first time through went reasonable well. It wasn't too crowded. But security was inconsistent. My wife had to give up her water bottle, mine made it though (full of water). All laptops had to be swabbed. Why? The second time through was chaos. There were too few staff and scanners. Passengers were cutting in line, there was no crow control or line barriers. It took about 30 minutes to get through. Security staff were, however, very helpful. We had lost an item (a book) on the first pass through, and three weeks later security had the item in the Lost and Found. We had to fill out considerable paperwork, show ID etc. to reclaim the paperback novel. But we did get it back. I would avoid this airport.",NEGATIVE
Amman Queen Alia,airport,C Larson,9/16/2022,The airport looks very futuristic and modern from the outside but the inside is total chaos. It really isn't big enough for the number of passengers wanting to check in. This is made worse by all the Royal Jordanian flights being in one giant queue waiting for a check in desk. Why isn't is possible to check in using the RJ App? Why don't they dedicated queues for each flight? The result was total chaos with a member of staff running up and down calling out the flight destinations to get the passengers out of the queue because the flight was starting to board. Once you get past the check-in and security there is massive of space for shops and restaurants. It seems the airport is more interested in making money than having enough space and desk so passengers can check in easily,NEGATIVE
Amritsar,airport,Madhur Gupta,11/30/2023,"Very pathetic experience, very dull area, poor toilets, poor finishing, damaged trollies, not clean. It feels like we come on the bus stand. It doesn’t seems like international airport, don’t even full fill the standards of domestic airport. No customer enquiry desk on domestic arrival. Overall very bad experience.",NEGATIVE
Amritsar,airport,Jaspreet Kaur,7/24/2019,"Such a poor maintenance of airport (The ACs did not work, garbage was lying on floor for at least two hours from what I saw). The staff of Indigo check in baggage counter were the worst, so rude and should be trained how to speak to customers. Always had a bad experience with the staff of this airport. Airport seemed so unhygienic overall.",NEGATIVE
Amritsar,airport,Henna Apoorv Jain,2/28/2019,"Airport with such high traffic but the roads inside airport premises are in bad shape. It was a task to drag a wheeler or a trolley. Condition of the trolleys was really bad. There is not appropriate and enough space to sit, like if 2 flights are delayed at a time, passengers were literally playing musical chairs to get comfortable seating. There are no lounge facilities. Maintainence of baby room was very bad. There was no appropriate signage for gate nos. I was travelling with my infant baby and all this made things very inconvenient for me. Wasn't a very pleasant experience. Hope they improve.",NEGATIVE
Amritsar,airport,Julie Shah,1/26/2019,Absolutely barbaric officials! Me and my friend had 2 days in Amritsar visiting the sites and were overwhelmed by the friendliness of the local people. That was until it was time to leave and the overall experience of the airport. Who on earth do these people think they are and how they are allowed to treat people the way they do. They are a disgrace to humanity and need to be brought into check. Not one nice official at this airport.,NEGATIVE
Amritsar,airport,Karan Bedi,11/9/2017,"Very bad welcome due to lack of organised system, in particular long queues at immigration when you have infants. No special privileges and consideration for families with infants. 2 bad experiences in a row. Rude staff. Very poor structural organisation. Won’t be travelling again to or from this airport. It’s a nightmare and a digrace to holy city of Punjab.",NEGATIVE
Amritsar,airport,Jag Jhajj,9/7/2017,"Small but efficient and clean airport. There was not much rush, and check in to gate was 20 minutes in the evening. I fly from this airport once a year and never have any issue.so far. Customs and immigration takes less time than any other airports in India experienced.",POSITIVE
Amritsar,airport,A Anderson,4/28/2017,This is a small and quiet airport. The aerobridges are still not in use which is cumbersome for families travelling with children and disabled people. The buses used to transfer to the terminal are jerky so again elderly and small children need to be careful. The luggage arrived with in 40 minutes except baby pram which was delayed by 2 hours as they treat it as a luggage. It was really stressful for us as we were waiting for a good 2 hours for our pram after a 14 hour flight and on the top of it they asked for money / bribe as they had to carry it from airside as it can damage the luggage belt. The immigration is bit slow at this airport and make sure that they have stamped the correct arrival year on your passport as some passengers passports were stamped for 2016. They may harass you for their own deliberate mistakes at the time of departure because stays exceeding 180 days as per Indian Immigration rules have to get the exit stamp from local police station or FRO. The departure waiting area is small but again matches the capacity of airport as long as there are no delays.,NEGATIVE
Amritsar,airport,Sunny Singh,3/28/2016,I fly every year to Amritsar from London but to my disappointment the aerobridge gate has not been used for 3-4 years. They use old noisy buses which are not low floor as per international standards to transport passengers to the aircraft. They don't have any nappy changing area for children - many areas could improve.,NEGATIVE
Amritsar,airport,1 reviewsAndrew Lawes,3/21/2016,"Airport is clean and small. There is however no board with digital information providing updates on flight schedules in and out of the airport. Once in the departure lounge area we sat for hours as our flight was delayed. We received no information and there was no electronic information board to provide us with updates. No verbal announcements either. We just sat. When we questioned airport staff, they had no more information than we did. This is not how a modern airport should run. In addition to this, there should be more affordable refreshments on sale as the airline (Turkmenistan Air) wasn't going to give us any. There should also be free WiFi for us to use our mobile phones. Other than that it was an OK airport. More cheap and drinks would help.",NEGATIVE
Amritsar,airport,S Kumar,8/15/2015,"Not so friendly for disabled or physically challenged person, Luggage trolley are in pathetic condition, still using old type display for flight information and airline counter information. Inside it is clean. Personal experience - I need to change diaper of my kid but they don't have facility, finally I changed on floor of bathroom. They need a lounge or improved waiting area/rest area.",NEGATIVE
Amsterdam Schiphol,airport,N Belanez,3/3/2025,"Amsterdam Schiphol Airport is usually efficient, but the baggage claim experience was frustrating. Waiting for luggage always takes some time, but an hour is simply unacceptable. To make matters worse, they made us change belts twice without clear communication, adding to the confusion and frustration. After a long flight, the last thing passengers want is to be stuck at the carousel with no updates or assistance. Schiphol is a major international airport, so one would expect better organization and faster service in handling luggage. While the rest of the airport functions well, this delay significantly impacted the overall experience. Improvements in baggage handling efficiency and communication would make a big difference for travelers.",NEGATIVE
Amsterdam Schiphol,airport,Harry Chapman,2/9/2025,"I have flown through here a number of times in the past year and it is disorganised and awful. The signs are often wrong, they divert you to different places and the staff are rude. I fly a lot and it is one of the worst airports, there are many better ones in much poorer countries. A leading European economy shouldn’t have this kind of chaos",NEGATIVE
Amsterdam Schiphol,airport,Gordon Stevenson,1/14/2025,"Two immigration officers for a rough count of 400 customers! Nearly an hour queuing at immigration. Lounge A52, the one I was told to go to, was about as far from my departure gate as possible. With a bad knee, and no help forthcoming, I sat at the gate. I stayed at the Citizen M Hotel the night before, so I was checking in at 06.45. I got to my gate, in agony, at 08.25. Atrocious Airport experience. For info, I was a Platinum Royal Wing Elite member for nine years. I used to love KLM, and Schiphol. I only flew this route to avoid UK APD. I still refuse to pay this damaging tax, but I'll find another route for future journeys.",NEGATIVE
Amsterdam Schiphol,airport,Kouros Garno,1/4/2025,"In my experience Schiphol is hands-down one of the worst airports; consistently, year after year. I suggest to those who manage the airport to pay a visit to Singapore, Doha, Abu Dhabi, Athens, Madrid in order to educate themselves about how great airports are being run. In Schiphol it has become normal for passengers to have to wait for over an hour to collect their luggage, luggage is often damaged by the handlers in that airport, security screening is horrendous, the toilets are dirty, the staff are obnoxious and rude. Long time ago it used to be a nice experience to travel through Schiphol, for quite some time not any more.",NEGATIVE
Amsterdam Schiphol,airport,S Meares,11/20/2024,"Airport is fine, the transit security was disorganised and ridiculously slow. Over an hour to get through transit security. Staff instructing people to go to wrong lanes. Others with tight transit times asked for help and were told they would just have to wait and miss flight. For a transit security system this is worst I have ever seen",NEGATIVE
Amsterdam Schiphol,airport,Eoghan Glynn,10/28/2024,"This is without a doubt the worst airport I've ever been in. The connection flights is the worst in the world. The staff are less then useless. 5 out of six bags been opened after being passed at first departure. Water taken away from passengers who could have only purchased after security. The person in front of me had 10 before gate closed. He asked the staff could he check his bag as he needed to catch his flight to be informed by the staff thats not his problem and continue to have conversations with another member of staff. Don’t use this Airport if you're on a connecting flight, disgraceful staff.",NEGATIVE
