review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_classification
Air Busan,airline,6 reviewsJ Barton,2019-09-23,Seoul to Busan First time with Air Busan and it was great Price App check in employees serviceluggage and on time At the check in I was offered an earlier flight no fee There were no problems with this airline and trip Recommend,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Trivandrum,airport,Karl Moosbrugger,2013-04-14,Domestic terminal is easy to use not much going on and no crowds or wait times It has sufficient seating capabilities but restaurant and shopping options are fairly limited But it serves its purpose is reasonably clean and convenient,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Star Peru,airline,M Fuller,2017-04-29,Flew Star Peru from Lima to Cusco Pleasantly surprised after reading dire reviews here Departure was more or less on time in small rather old plane It was mostly empty too Seats not incredibly comfortable but very short flight anyway Price not a bargain but not terribly expensive no point booking in advance BTW as fares do not seem to really vary that much Flight was fine and service was rather good and polite onboard with snacks drink and luggage all included in fare No issues at all,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Turkmenistan Airlines43 Reviews,airline,C Lee,2024-10-11,The seat was spacious but the recline function was lost on my seat Crew were friendly They offered one meal plus one snack for just hours The onboard announcement was inaccurate that they claimed to be landing soon hours before the actual landing Surprisingly personal onboard entertainment was offered,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Sarajevo,airport,I Hodzic,2011-07-03,Not much to complain about nowadays there is bus service offered by Centrotrans bus company and GRAS as well from airport to down town Personnel at checkin counter need to be more friendly for example our flight to GOT via BUD was cancelled by Malev but we were issued tickets to fly with Austrian and people at checkin counter were making faces exhaling loudly while printing boarding passes for flight via VIE,4.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Eastar Jet,airline,Robert Wood,2016-06-07,A good experience overall with Eastar Jet flying from Jeju to Gimpo The flight was cheap and easy to book on the airlines website I was sent an email a couple of days before flying Pity it was only in Korean I assumed it to be a routine one that airlines commonly send and assume I was correct as there were no repercussions Baggage is a stingy kg why and mine was I was charged for one extra kilo which seems like taking rules to extremes Everything else was satisfactory Checkin was quick the flight was more or less on time and reasonably comfortable and baggage reclaim quick,8.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Palm Springs,airport,N Prestage,2008-06-02,PSP is a great little airport The s style terminal is fairly well designed but with the advent of security screening areas its a bit harder to negotiate Rental cars are right outside the door from the baggage carousels The weather is seldom a problem so flights stay pretty close to their schedules Parking is reasonably priced and convenient to the terminal,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
PLAY,airline,K Robertson,2024-06-15,It was my first time flying with PLAY and I have no complaints whatsoever I booked a roundtrip flight from Hamilton CA to Berlin Germany for US PLAY Flex with seat choice in the front of the plane and one kilo piece of checked luggage included What more can you ask for at this price The crews were friendly the seats have plenty of leg room the plane was clean There are no screens free movies etc and you have to pay for drinks ie Euros for a cup of coffee thats less than at the airport I was happy to pay for my coffee and to read a book instead of watching a movie because I saved about compared to a flight on a US airline out of Buffalo NY where I live To all those writing bad reviews regarding carryon luggage Ive seen people carrying large duffle bags onto the plane or a rather large suitcase a backpack AND a stuffed shopping bag type of bag and the crews were very helpful finding room for those bags in the cabin What are these people complaining about My personal opinion Pay a little more when making your reservation check your luggage and quit complaining I dont understand the I have to take my entire household into the cabin mentality at all And remember if there are issues at the airport with carryon luggage or a long wait for your checked luggage its not on the airline its on the airport employees And that is the only complaint I have the check in people at BER are very unfriendly But those are Swissport employees not PLAY employees Thank you PLAY for a very nice experience,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Buta Airways,airline,81 reviewsRichard Laycock,2019-11-09,Tbilisi to Baku Everything went smoothly here Boarding was quick and on time We were pushed back on time which also meant the flight left on time It was only a short hop of mins I will see how they are again when I fly hours plus on my next flight Overall No issues Airline very smooth and would recommend,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Ercan,airport,U Mustafa,2012-12-13,Small but very clean airport disembarking to exiting airport mins minimal duty free shops on arrival but more extensive on departure area Very security conscious on entry and exit All in all a walk in the park no hassle,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Newquay,airport,P Davids,2018-06-09,Recently travelled with a broken ankle The staff were very helpful getting me on and off the plane The special waiting area was a nice touch because I was scared of getting knocked by other passengers,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Shanghai Pudong,airport,James Coleman,2024-04-14,I read a huge amount of negativity about this airport prior to my trip there it was a five hour transit stop going from London to Bangkok I was certainly concerned reading all the previous reviews However I didnt experience any real issues The airport is very large so easy to find a quiet spot there are plenty of power outlets and getting online is extremely simple you just log on and take a pic of your passport Granted you wont be able to do very much online unless youve got one of the VPNs that work behind the great China firewall but if you have an iPad with a couple of movies downloaded the time will soon pass There was a reasonable amount of shops open both for coffee and souvenir shopping The train that youll need to take to get to your gate is frequent clean and fast Overall Ive been to more interesting airports but my message would be dont stress out reading the negative reviews I had no issues whatsoever,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Milan Linate,airport,Ethan Baxter,2024-06-05,Security was good because you didnt have to get liquids or electronics out of your bag Airport was clean and spacious My one huge complaint however is the service in Autogrill Italia The staff member asked me if I would like to pay times without putting it through to the card machine She would just point at it and then say PAY There was a language barrier but I feel there may have been an intelligence barrier because I stood there for mins wanting to pay and not being able to,1.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
La Compagnie,airline,Mike Dioguardi,2019-08-27,This June we booked on La Compangnie Newark to Paris return Our flight over was cancelled hours before departure We had firm bookings on a flight Paris to London La Compagnie offered us a later flight instead of Paris to Nice Of course we could not make our Paris to London connection We dropped that and waited until the next morning flying directly to London from Nice We incurred an extra nights stay in Nice taxi rides a lost ticket from Paris to London lost return flight when you dont show for the first flight you lose the return and a lost night in our London hotel adding up to over a thousand dollars in extra costs At the end of our stay in England and Paris we were told that our flight from Paris to Newark was also cancelled If we arrived at am at Orly we would be put on the morning flight instead of the more comfortable afternoon departure Flights for people both cancelled and we are repeat customers The check in people at La Compangie said the company would meet us they did not would reimburse us if we showed receipts they did not After multiple attempts to contact anyone by phone and waiting for weeks they more or less told us too bad we owe you nothing Unless you are willing to see your flight changed with very little notice and you have a great deal of flexibility or insurance at the other end do not fly this amateur operation,6.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Utair Aviation,airline,P Sprumont,2014-06-08,I returned this week from Tyumen to Munich Another B this time with vintage business cabin and seats As I was alone in the section I missed the Europeanstyle seats that would have allowed me to completely lie down instead of sitting with a recline Crew were smiling and helping with more polyglot aptitudes than during my preceding flight Excellent tasty lunch with Sardinian I checked red wine Takeoff and landing right on time I shall not hesitate to fly with UTair again,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Medina,airport,G Ghazali,2020-02-25,We were flying to Kuala Lumpur from Madinah airport through group reservation on Feb The checkin counter staff separated all of us When we wanted to exchange seats with fellow group members the crew were not really helpful All the havoc could easily have been avoided had the checkin counter staff been more accommodating when seating passengers according to their family groupings Do not assign seats according to your mood or whims and fancies for that day It is very unprofessional Next is the passenger security scan Ladies and men security scans were separated At the scan even folding chair cum walking stick was confiscated How do you suppose the passenger is going to walk to the gate when the walking stick is taken away My yearold mother wears a lumbar support waistband She was told to remove it and go through the scan again How to remove without privacy at that scan area Security lady can easily be more sensitive and take her to a more private place,2.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
StarFlyer,airline,Olivier Ragu,2008-07-25,TokyoOsakaTokyo Starflyer has the best costperformance ratio of the market very comfortable leather seat in A Easy to get emergency exit at check in when requested but still at least inch legroom Drink service PTV footrest for hour flight and professional attendants At a unbeatable rate when booking a bit in advance even less than the Shinkansen The only drawbacks are the lack of frequency for Osaka comparing to JL or NH still OK with flights per day,5.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Tbilisi,airport,45 reviewsDiogo Freitas,2024-01-27,The airport is clean very functional and not too big to the point it becomes customer unfriendly As expected most products available to buy are well overpriced Passport control and security was a breeze,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
La Guardia,airport,2 reviewsN Vail,2022-08-25,The new Delta Terminal C is elegant convenient and modern Restaurants gate areas and restrooms were all immaculate Checkin went smoothly Keep it up,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
El Al Israel Airlines,airline,S Heller,2024-06-16,The crew were attentive and friendly and constantly checking we are ok I would especially like to thank flight attendant Osher who noticed I was upset and on the verge of crying and took me aside for a chat tissue and tea This made me feel I am already at home even before landing,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Sibiu,airport,40 reviewsR Kerson,2024-06-23,A small airport serving the Transylvania town of Sibiu Its a walk boarding only one constructed new in an off the shelf design barebone Operation is fast and efficient staff is a bit reserved but friendly and professional Romania is now a Schengen country so no more border control to most EU flights Airside theres one food and beverages shop and one dutyfree Both are nothing to rave about There are taxis to the city and a modern bus which is cheaper,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Karthago Airlines,airline,Paulo Ferreira,2009-09-27,OPOMIR return Cabin crew friendly breakfast served it was nothing special but not bad for plane food There was no entertainment onboard but the planes were clean,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Aerocaribbean,airline,Philip Jensen,2010-12-31,Havana Cayo Coco return A one hour flight with an old ATR turboprop Seats surprisingly comfortable and we were offered a free drink plus candy onboard Nothing special but we arrived on time,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Robert L Bradshaw St Kitts,airport,Andre Franca,2012-03-13,Tiny but well kept airport different design not too many flights but departure lounge seemed chaotic Immigration is friendly but takes a long time a few shops you need to pay attention to the counters to find out where youre going to checkin Overall experience fair,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Brasilia,airport,F Costa,2008-08-01,Considering the standard for Brazilian Airports the Capitals is very modern Good options for shopping and eating and even some cinema theaters As it is one of the hubs of the country the traffic in intense most of the time There is a lack of good transportation options for the city There is no subway station the buses are rare and uncomfortable and the taxis are quite expensive,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
InterSky,airline,Nick Wilcock,2008-10-31,Because LH flights from FDHCGN are now to FRA only and at inconvenient times followed by connections to CGN by train I elected to fly InterSky instead Very clean aircraft and professional service throughout But for an Economy one way ticket price of they could surely provide at least a free cup of coffee Poor value everything else fine,3.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Newquay,airport,Amanda Drayson,2019-03-22,Newquay airport is excellent apart from the abysmal state of seating in the main departure lounge Seating all torn and very scruffy It has been like this for a long time Unacceptable,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Southend,airport,Peter Hamilton-Smith,2020-06-13,Handy and efficient airport and friendly service However complete disregard of Government standards in respect of refunds Coronavirus Car park booked and paid for in advance on non flex basis Refund refused despite HM Government Competition and Markets Authority direction Beware sharp practice,2.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Phnom Penh,airport,3 reviewsN Stokes,2018-04-28,Airport is brand new after going through modern reconstruction Airport surrounding has also gone through a modern reconstruction Signage was seen throughout the airport passport control and security is upstairs accessed through an escalator Pens used to fill out a departure form were running out with no other pens in the surrounding area Passport control was quick and so was security despite there being a long line it soon disappeared Couple of food shops Chinese dim sum Khmer etc Overall the airport has been refitted to a modern state gates shops etc were new and staff were friendly,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Read more,airline,D Harsah,2025-04-06,Booking Mostly smooth except could not select seats and when selected the selection would not be saved Checkin Got reminder and was easy to conduct online checkin except no boarding pass as the document verification is not online Boarding Chaotic as boarding was not by zones but first come first serve So lot of traffic jams in the isles and many people sitting in seats they were not assigned to Broken seats with stained covers and strange smells Handrests chipped seatbacks cracked Enough legroom Inflight entertainment Many screens and controls not working broken Wireless entertainment worked smoothly but no clear directions on how to access it Inflight meals Very basic many drink choices eg gin and tonic not available Deplaning Long wait before people could get off not sure if it was the ground staff or the plane Baggage checkin and collection Smooth Got ontime notifications about baggage being loaded on different planes along the route Collection was also easy,1.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Utair Aviation,airline,P Sprumont,2014-06-08,I returned this week from Tyumen to Munich Another B this time with vintage business cabin and seats As I was alone in the section I missed the Europeanstyle seats that would have allowed me to completely lie down instead of sitting with a recline Crew were smiling and helping with more polyglot aptitudes than during my preceding flight Excellent tasty lunch with Sardinian I checked red wine Takeoff and landing right on time I shall not hesitate to fly with UTair again,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Minneapolis St Paul,airport,Scott D Drikakis,2022-07-11,MSP Airport does a great job with stores and restaurant options and recently completed some moderate improvements in aesthetics to terminal They currently offer a total of electric parking spots which are spread out across sites It appears the planning team completely overlooked this aspect of the customer experience,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Sofia,airport,1 reviewsAndriyan Bangiev,2024-05-14,I would not call Terminal of Sofia Airport a terminal for international flights This T is more like an intercity bus station unclean with insufficient seating with only three kiosks called I dont know why Duty free provided that the prices in them are equal and in some cases even higher than those in stores in Bulgaria Boarding organization is bordering on ZERO The socalled gates are indicated by some signs but in no way are they separated into separate areas Duty free,1.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Ndola,airport,Stephen Palmer,2016-11-02,A beautiful airport All of you who remember how airline travel was in the sixties and seventies would recognise Ndola Originally built as a RAF airport during the second world war it has continued as the airport to service the Copperbelt region of Zambia I arrived on a domestic flight and departed international to Johannesburg Everything is so laid back and friendly I doubt if there are to many airports that have straw thatched tables for your final beer before departing and straw thatched toilet blocks I love this airport and I usually have tears in my eyes on arrival and also on departure,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Townsville,airport,Chris McQuaid,2012-08-30,Comfortable and clean provincial airport Didnt use any facilities other than the toilets which were clean and tidy Only real criticism is lack of seats at the gates I was on a full A flight to Brisbane and there were only seats for about passengers There is also no segregation of incoming and outgoing passengers the former have to weave their way through those people waiting to board Passengers seated in the rear half of the cabin were requested to go down stairs across the tarmac then up stairs to the rear door of the aircraft However by the time I reached the front of the queue the outside doors had been locked so I had to fight my way through the whole length of the aircraft cabin,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Granada,airport,Henry Tib,2011-12-03,Arrived on the last evening flight from Barcelona tourist desk very helpful and received our luggage within minutes No taxis available so took the airport bus driver was very helpful and even dropped us a short distance from our hotel,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Kansai International,airport,Jan Smidt,2023-08-06,Friendly and fast service Enough toilets seats and bins But shops close early and have a extremely poor selection in duty free If you want anything make sure you get it before coming to the airport,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
El Al Israel Airlines,airline,S Heller,2024-06-16,The crew were attentive and friendly and constantly checking we are ok I would especially like to thank flight attendant Osher who noticed I was upset and on the verge of crying and took me aside for a chat tissue and tea This made me feel I am already at home even before landing,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Birmingham,airport,John Hyde,2024-05-11,Monday th April what an absolute disgrace hours to get through security after being told minutes lifts out of order another reserved for staff when you escaped the great long queues conveyor belts working out of very little staff available On return hour wait for luggage an absolute disgrace A final comment I will never use Birmingham again and yet only minutes from home and have used this airports many many times and many times had problems but no more East Midlands much better,2.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Lufthansa,airline,69 reviewsN Bardel,2025-02-17,A poor low cost experience with full service airline Lufthansa for which I paid a high fare Got a cup of water and a chocolate gr Kindly enough they let me have a second chocolate because I nicely asked In their Tourist Class not that their intraEuropean Business Class is anything great much better Lufthansa Co are nothing better than any other low cost airline when flying in Europe The only difference is that most of the European low cost airlines are consistent you get what you pay for and there are no surprises Not with Lufthansa pay higher fares add luggage seats etc and get the full noservice experience,2.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Erbil Intl,airport,A Mohamad,2017-09-11,Airport has a weird system for departure You have to go to a security check point outside the airport to be patted down manually by security guards while your vehicle luggage is sniffed by gaurd dogs Then you are dropped off at a terminal for security check again this time through electronic devices where you get a special colored sticker on your luggage Afterwards you proceed to a shuttle bus carry your own luggage that will take you to another terminal about a minute drive where temperatures reach degrees Celsius in the summer At the nd terminal a security check is done to ensure you have been security checked at the previous terminal Now some of this can be avoided if you have a special VIP pass that skips step And a VVIP that skips all steps The check in counters are ok about of them run by Dubais DNata Immigration is slow and queues are long Duty Free is small with tobacco chocolates and alcohol available One coffee shop available behind Duty Free After passing immigration but before your gate you pass through another security check point remove your shoes belts etc Plenty of seating at the gates plus one coffee shop although AC is never working in the summer and no wifi connection through out the airport Staff are all generally friendly,3.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Read more,airline,C Lee,2024-10-11,The seat was spacious but the recline function was lost on my seat Crew were friendly They offered one meal plus one snack for just hours The onboard announcement was inaccurate that they claimed to be landing soon hours before the actual landing Surprisingly personal onboard entertainment was offered,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Yangon Airways,airline,25 reviewsMark Ellwood,2017-09-26,Bagan to Heho Very short flight again another ATR aircraft as a nervous passenger I was not looking forward to the flight but it was great Seating was no seat numbers given as only a few passengers on this flight No Inflight snack but coffee or cold drinks were supplied All in all a good flight and would travel again,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
NAM Air,airline,Ricciardulli,2023-08-25,Our flight was on time checkin was smooth The staff on board were friendly I highly recommend this airline despite several negative reviews I think it is much better than many European low cost airlines Il nostro volo stato puntuale il checkin stato veloce Il personale a bordo stato cordiale Consiglio vivamente questa compagnia aereanonostante le diverse recensioni negative penso sia molto meglio di molte low cost europee,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Brussels Charleroi,airport,Milena Ślósarz,2024-06-20,I had my period during the departure and didnt have sanitary paper with me My departure was from Terminal and after entering it there was no place where I could get it It is important that such things as sanitarny paper or diaper for babies are available to buy on an airport It should be available in the toilet or in one of the shops I had to ask several women which were also waiting for a plane whether they have sanitary paper It was uncomfortable I found sanitary paper cause one of the women had it but I could be less fortunate,5.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Naples Municipal,airport,Johannes Schunter,2012-10-09,The airport has a quick checkin counter right outside where you arrive with the taxi This led to a checkin time for our Delta flight including one checked in luggage of just minutes after I got out of the taxi Security was fast too never experienced such a comfortable on boarding on any flight,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
TransAsia Airways,airline,Streb Lovell,2007-12-03,TPEKHH one way Plane full but staff friendly on time and no complaints A bargain considering the onehour flight was only about USD,0.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Zimbabwe,airline,L Dore,2009-05-06,HarareLondonHarare Originally booked flight on Friday which was cancelled Flights were punctual and staff friendly Old planes and no entertainment But being the only direct flight to Europe from Harare and with prices less then half of any other airline still OK for anybody wanting a cheap flight to London as long as one has the flexibility to cope with changes of schedule,3.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Kefalonia,airport,B Lakin,2016-07-15,Flights to Kefalonia from Athens Arrival smooth with reasonably quick bag delivery Departure less good I felt sorry for the people stuck in a long queue waiting to check in for their charter flight Olympic Air was fairly speedy Terminal facilities are basic at best One shopcafe before security The toilet facilities are dire Very poor signage in the airport domestic departure lane was closed with no instructions to join the long international queue and no gate information once through security However as there are only gates the guess was easy Such a shame that Greek islands have such poor airports for really wonderful places,3.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Ljubljana,airport,James Lehmann,2017-09-05,Upon leaving Europe back to Los Angeles my flights had me departing LJU to connect at CDG for my flight to LA For some reason my travel agent had booked the two flights separately under two different confirmation numbers while in Slovenia I had called the airline and even the hotels concierge did as well and we both found out only the gate agent can make sure and both flights are listed as one continuous trip mainly for the sake of routing checked luggage all the way through The gate agent with the assistance of a coworker easily got this done and I was only charged for an extra checked bag my initial flight was in economy while my connecting flight was in business Thankfully both flights were on the same airline in the end everything went smoothly Upon arrival at LJU I was amazed how much of a small town airport feel it had You could walk through the entire airport in minutes There were only about four checkinticket windows and no one was in line Proceeding to security there were about three rows to enter through and once again no one else was in line My time initially at checkin took about minutes to get my flights worked out and to pay the extra checked bag fee and then within ten minutes I was through security and enjoying a drink near my gate A very laid back and friendly experience Sort of a calm before the storm I would have at CDG in three more hours,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Blackpool,airport,C Knight,2013-10-15,I flew from Blackpool airport to Belfast for the first time I always fly from Liverpool to Belfast with Easyjet but the flight times were better and it was slightly cheaper to fly with Jet from Blackpool I was expecting a small airport with limited facilities but nothing prepared me for the facilities here Parking is free which was a bonus for me when booking on arrival however both car parks P and P were full and ended up abandoning my car on a grass area known as an overfill car park This was a minute walk to the airport On arrival there was nothing before the departure lounge The cash machine was out of service and WHSmiths closed Paying the airport charge was no problem and I was assisted with my baggage tag by a very helpful Jet worker The worst experience was going through security where the staff were extremely rude not just with me but with an elderly couple in front of me I agree that security needs to be strict but not intrusive and this was made a much more uncomfortable experience by the rudeness and lack of customer service with the staff I will never be using this airport again and even after a drink from the limited choice in the cafebar I was still reeling I can safely say this is the st and last time I will use this airport,0.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Minneapolis St Paul,airport,Scott D Drikakis,2022-07-11,MSP Airport does a great job with stores and restaurant options and recently completed some moderate improvements in aesthetics to terminal They currently offer a total of electric parking spots which are spread out across sites It appears the planning team completely overlooked this aspect of the customer experience,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Kefalonia,airport,B Lakin,2016-07-15,Flights to Kefalonia from Athens Arrival smooth with reasonably quick bag delivery Departure less good I felt sorry for the people stuck in a long queue waiting to check in for their charter flight Olympic Air was fairly speedy Terminal facilities are basic at best One shopcafe before security The toilet facilities are dire Very poor signage in the airport domestic departure lane was closed with no instructions to join the long international queue and no gate information once through security However as there are only gates the guess was easy Such a shame that Greek islands have such poor airports for really wonderful places,3.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Goa,airport,54 reviewsRahul Anand,2022-07-12,Arrived mid night from Mumbai in a domestic flight aircraft attached to aero bridge in min we were at baggage area baggage arrived in next min Washroom were clean paid porters available plenty of baggage trolly No public transport during night only option is either prepaid or booking directly with taxi drivers We took prepaid going to Utorda around km paid approx inr during night a percent surcharge is applicable during day time should be around inr Just after you exit the terminal would be surrounded by taxi drivers prepaid cab counter is inside the building at arrival hall,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Phnom Penh,airport,3 reviewsN Stokes,2018-04-28,Airport is brand new after going through modern reconstruction Airport surrounding has also gone through a modern reconstruction Signage was seen throughout the airport passport control and security is upstairs accessed through an escalator Pens used to fill out a departure form were running out with no other pens in the surrounding area Passport control was quick and so was security despite there being a long line it soon disappeared Couple of food shops Chinese dim sum Khmer etc Overall the airport has been refitted to a modern state gates shops etc were new and staff were friendly,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Read more,airline,D Harsah,2025-04-06,Booking Mostly smooth except could not select seats and when selected the selection would not be saved Checkin Got reminder and was easy to conduct online checkin except no boarding pass as the document verification is not online Boarding Chaotic as boarding was not by zones but first come first serve So lot of traffic jams in the isles and many people sitting in seats they were not assigned to Broken seats with stained covers and strange smells Handrests chipped seatbacks cracked Enough legroom Inflight entertainment Many screens and controls not working broken Wireless entertainment worked smoothly but no clear directions on how to access it Inflight meals Very basic many drink choices eg gin and tonic not available Deplaning Long wait before people could get off not sure if it was the ground staff or the plane Baggage checkin and collection Smooth Got ontime notifications about baggage being loaded on different planes along the route Collection was also easy,1.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Bologna Marconi,airport,10 reviewsE Darnel,2024-04-05,What is happening with some Italian Airports As Florence and Pisa Bologna is completely and horrendously overcrowded One cannot walk around at the gate area which is immediately after a socalled DutyFree With people queuing to get on a plane or for a sandwich or coffee there is no space to get anywhere without pushing your way through The worse there is absolutely no air to breath with all these people standing around Probably much is because of some low cost airlines which let you queue well before effectively boarding planes but whatever it is Bologna should think about some solution as it is an ordeal A pity because personnel is generically very friendly and there are lovely food options in the terminal,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Caribbean Airlines,airline,Morino Ravenberg,2023-06-22,I went to Jamaica for a week on vacation and I have no complaints regarding Caribbean airlines Not the best airline on the planet but theyre definitely by far not the worst they are reasonable and if youre willing to spend a bit more than business class definitely is substantially more comfortable The only drawback that I can think of but that isnt their fault is the fact that on the return trip I had to make four stops in four different countries,7.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Southend,airport,Peter Hamilton-Smith,2020-06-13,Handy and efficient airport and friendly service However complete disregard of Government standards in respect of refunds Coronavirus Car park booked and paid for in advance on non flex basis Refund refused despite HM Government Competition and Markets Authority direction Beware sharp practice,2.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Cathay Pacific Airways,airline,T Patrick,2025-03-14,Plane clean and on time Ran out of water after row economy Its a short flight so bring back water in seat pockets of you cant cope No coffee tea or drinks for anyone,2.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Lao Skyway,airline,3 reviewsC Dawson,2019-11-07,Luangpraban to Vientiane This airline was above expectations The checkin opened on time The staff where very helpful and gave me a seat with extra leg room The flight left on time and arrived early Will use again for sure,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Bhubaneswar,airport,54 reviewsRahul Anand,2022-08-16,Mid size airport with Indian standard with connectivity to most big cities in India after covid no international flight For arrival its easy to use we arrives at baggage hall and same hall have a prepaid taxi counter and a snack shop and a liquor shop Toilets were clean and also the terminal looks clean plenty of baggage trolleys also have paid porter facility Cabs are available book through their kiosk and avoid taking from touts outside It is situated within the city so if travelling light may walk towards outside and get auto that would be cheapest option to travel Ola Uber also available,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Viva Air,airline,W Gelmer,2022-06-26,VIP Boarding is a scam VIP Seats are a scam Too many flight cancellations without warning Every question I ask the response is I dont know Uncomfortable seats Always super late and they lie about being on time I will stick to USbased airlines from now on This is the last time I fly VivaAir,1.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Nice,airport,Judith Burnham,2024-06-22,Worst Airport in the world arrived to check in then security on baggage Then Passport machine thought great all good Walked through Duty Free then a mile long queue to get through to B gate BA is B gate Poor shops nobody could shop or eat unless you had got their hours early This queue apparently is normal and is called the new fast track what a joke One person in a box checking passports again Run to B hundreds of people standing there no way could you board in Groups just a free for all Again with one woman at the gate before you got on the coach to the plane still coaching you out to the plane She was checking everyones passport again Why havent they upgraded this system by now and built satellite gates off the main airport Not going back there,3.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Amritsar,airport,Jag Jhajj,2017-09-07,Small but efficient and clean airport There was not much rush and check in to gate was minutes in the evening I fly from this airport once a year and never have any issueso far Customs and immigration takes less time than any other airports in India experienced,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Aerocaribbean,airline,Philip Jensen,2010-12-31,Havana Cayo Coco return A one hour flight with an old ATR turboprop Seats surprisingly comfortable and we were offered a free drink plus candy onboard Nothing special but we arrived on time,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Horizon Air,airline,B Davey,2010-11-10,Great employees service schedules but I have stopped flying with Horizon because they are now using Turbo Prop planes Q Its slower has more noise and vibration and most of all they cannot fly at altitudes where the ride is smooth This is compared to the full size jets that Southwest flies on the same routes as Horizon I used to have the credit card had Frequent flyer status and earned oodles of miles Those days are gone,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
