review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_classification
Tallin,airport,A Nathan,2023-07-14,Delightful little airport with helpful staff unique concepts of design and little corners of comfort everywhere There are games for children Caf was like a living room and I enjoyed my experience in this sparkling clean airport,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
TUS Airways,airline,1 reviewsM Barlaud,2022-12-19,Quick flight with good service and friendly staff Checkin was efficient Aircraft was clean and welcoming Only negative was the arrival at a station where bussing brought us back to the terminal rather than an airbridge,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Madagascar,airline,Andreas Luetgen,2018-11-21,Tular to Antananarivo Quick Checkin on time plane a bit old refreshments and a snack served friendly flight attendants The fare was somehow high but this is Madagascar You shouldnt come here if you are pampered by lowcost carriers,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Cusco,airport,C Goodman,2016-04-05,Cusco Airport is another wonderfully crowded and poorly designed airfield in Peru ie Lima Chiclayo Byzantine brutalist concrete architecture aside this airport is by far the worst designed for providing any kind of logical flow for a singlerunway airport serving a large metropolitan area It would seem that nobody in government has looked at what can be done with the cramped space and volume of passengers to try and make a more hospitable clean and userfriendly facility Unfortunately this airport will remain the sole thoroughfare for all international Machu Picchu travelers for the foreseeable future Maybe Peru can step up to the plate and make some major changes to this facility and take a field trip to Quito and check out their new airport which is very nice,2.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Myanmar National Airlines,airline,25 reviewsAlain Kupferman,2023-08-15,Short but pleasant flight on time Friendly crew cheap tickets clean plane and for a such a short flight a good snack was offered Boarding and deboarding fast,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Roland Garros,airport,18 reviewsGyan Fernando,2019-06-23,A small but friendly airport which is quite central The facilities are adequate for the size of the country It is clean and tidy and the staff are helpful,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Kualanamu,airport,1 reviewsPaskalis Ginting,2017-07-18,Kualanamu airport is very good Check in counters are good the waiting room is comfortable and clean But the toilets are not too clean but no problem The airport staff are good,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Vanuatu,airline,3 reviewsRonald Zwart,2024-01-25,Check in at Port Vila was full of smiles pleasantries and efficient Handed two seats of boarding passes one for access to the Lounge at Port Vila and the other to board the flight Passed through Security and Immigration swiftly and made our way to the Lounge The Lounge is a private Lounge operated by a third party it is Air conditioned and has a fridge with refreshments and some snacks comfortable seating and a view of the tarmacrunways Very pleasant to stay in the air conditioned comfort whereas the main terminal waiting area is not air conditioned Boarding was quick and easy and we settled into our Business Class Seats A C Once boarding finished I switched to the other side D as C was faulty Pretake off drinks provided at am in the morning Juice or Water only After a slightly delayed take off Breakfast was offered was hot tasty and just enough Coffee or tea provided We were surprised to find no alcoholic beverages are served in both Economy Class and Business Class No explanation as to why they just do not service Alcohol so no Champagne for the wife No WiFi or IFE to pass the time but the seats did have charging ports The crew were friendly and again full of smiles perhaps not as attentive as they could have been but then again if we wanted anything apart from Alcohol they were there Flight arrived on time and overall a good flight and would certainly travel Air Vanuatu again I see on previous reviews there are some very negative comments on Air Vanuatu Weve travelled extensively and all we can say to those negative people is pull your head in Delays and disruptions are part and parcel of travel and you deal with it as it comes In the end Air Vanuatu got you there didnt they We highly recommend Air Vanuatu we booked online in Economy Class then negotiated the Business class differential with Air Vanuatu who were obliging to our surprise Well Done Air Vanuatu,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Belem,airport,A Hijmans,2012-09-16,Mediumsized modern airport clean and easy to navigate around Easy public transport to and from city centre,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Blackpool,airport,C Knight,2013-10-15,I flew from Blackpool airport to Belfast for the first time I always fly from Liverpool to Belfast with Easyjet but the flight times were better and it was slightly cheaper to fly with Jet from Blackpool I was expecting a small airport with limited facilities but nothing prepared me for the facilities here Parking is free which was a bonus for me when booking on arrival however both car parks P and P were full and ended up abandoning my car on a grass area known as an overfill car park This was a minute walk to the airport On arrival there was nothing before the departure lounge The cash machine was out of service and WHSmiths closed Paying the airport charge was no problem and I was assisted with my baggage tag by a very helpful Jet worker The worst experience was going through security where the staff were extremely rude not just with me but with an elderly couple in front of me I agree that security needs to be strict but not intrusive and this was made a much more uncomfortable experience by the rudeness and lack of customer service with the staff I will never be using this airport again and even after a drink from the limited choice in the cafebar I was still reeling I can safely say this is the st and last time I will use this airport,0.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Trivandrum,airport,Karl Moosbrugger,2013-04-14,Domestic terminal is easy to use not much going on and no crowds or wait times It has sufficient seating capabilities but restaurant and shopping options are fairly limited But it serves its purpose is reasonably clean and convenient,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Guatemala,airport,19 reviewsKazi Ayetullah Al Mehedi,2015-07-22,Its not a big airport but clean and good However there is not much signage,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Recife,airport,R Leitner,2010-06-06,Very good array of shops ahead of security Very modern very clean Far nicer than the other airports that Ive encountered in Brazil,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Finnair,airline,K Pellberg,2025-02-25,Short flight in a newly refurbished Embraer The cabin looked very clean and the seat was comfortable enough for this quick hop Early departure and early arrival Really nice and efficient male purser Fredrik was just perfect,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Serbia,airline,S Hearn,2024-10-14,The plane was modern and the cabin very clean and appealing The crew was very friendly and professional Fast check in and at Belgrade Airport the suitcases arrived very fast,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Sriwijaya Air,airline,47 reviewsS Garlen,2019-08-23,Sorong to Jayapura Flight left almost on time Aircraft clean and comfortable with friendly crew and many empty seats at the back Inflight meal only a cup of water and a little breadroll,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Bandung,airport,Henri Bemelmans,2018-05-20,Not Verified The new airport is much better than the old but the issue with taxis remains The military controls the airport and hence which taxis are used No meters and extortionate fares Better off walking minutes south on road outside arrivals right angle to airport terminal and pickup a bluebird or AA cab from there Clean and metered Pity the Government does not stop in and do something about this as it is a horrible welcome to what is otherwise a friendly and interesting city and region,7.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Ercan,airport,U Mustafa,2012-12-13,Small but very clean airport disembarking to exiting airport mins minimal duty free shops on arrival but more extensive on departure area Very security conscious on entry and exit All in all a walk in the park no hassle,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Wamos Air,airline,D Leary,2018-11-15,Gatwick to Denver I was placed on a Wamos flight by Norwegian and almost cancelled due to all the terrible reviews but I didnt find it that bad at all We brought our own movies to watch and our own food which I normally do on a flight anyway as I like healthy stuff Ive had worse legroom on other flights and the staff were more friendly and helpful than many others Ive known and I fly a lot The plane was pretty old but perfectly functional The staff were so great that I told them Id write a review because I felt that the pasting theyre getting online is unfair and makes us travellers look rather spoilt to be honest,7.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Newquay,airport,P Davids,2018-06-09,Recently travelled with a broken ankle The staff were very helpful getting me on and off the plane The special waiting area was a nice touch because I was scared of getting knocked by other passengers,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Salalah,airport,A Ahmed,2024-10-16,Modern airport departure and arrival were quick efficient and smooth This not a big nor busy airport so there is never any big queues Immigration police cordial and friendly Almost feels like there is too much airport staff for volume of passengers particularly when departing staff in the multiple cafs looked bored I appreciated the clean toilets and multiple drinking water fountains where you could fill up water for free Duty Free felt was the biggest letdown very generic and poor Not much local Dhofari or even Omani products I think it could be better used to sell the country and region one final time before visitors leave instead of overpriced cheap souvenir tat or the usual generic Toblerone you can find at any airport in the world Even local products like the luxury Amouage perfumes were at the usual price with no deals which was a shame,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Montevideo,airport,Ch Jordan,2014-08-15,Very new very clean lots of natural light Easy and fast arrivals process Departure area spacious,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Corsica,airline,Georgios Vrontos,2020-08-24,You can change your seats at echeck in without charge Both flights were on time Aneo was clean there were no inflight service for the hour flight Stewards were efficient and friendly enough,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Caribbean Airlines,airline,29 reviewsC Kameski,2024-04-14,Pleasant short flight Plane was clean and on time Boarding was efficient Staff cheerful Very convenient to reach other Caribbean islands Will fly with them again,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Jetstar Pacific,airline,Anders Pedersen,2020-01-04,Hong Kong to Hanoi Regional flight Hong Kong toHanoi January on an A aircraft Ticket included free services and luggage Hot meal given was OK Flight full on time Nice clean aircraft Seats were good but space to front seat was horrible and extremely tiny small de facto painful to knees CheckIn in Hong Kong was quick and easy though my handluggage was double the limit Checked in luggage arrived smoothly checked by customs in Hong Kong who had left a note inside the bag Airbridge provided at both ends,7.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Air Corsica,airline,L Kayne,2018-09-17,Stansted to Ajaccio Excellent all round On time drink and a snack served no hassle to board or have onboard bags Seats were comfy for a hour flight fare reasonable Would recommend,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Hanoi,airport,Lan Nguyen,2024-07-25,The airport is cool clean well ventilation and beautiful The navigation sign is clear help the customer easily navigate inside the airport The staff are considerate and thoughtful,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Tbilisi,airport,45 reviewsDiogo Freitas,2024-01-27,The airport is clean very functional and not too big to the point it becomes customer unfriendly As expected most products available to buy are well overpriced Passport control and security was a breeze,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
La Guardia,airport,2 reviewsN Vail,2022-08-25,The new Delta Terminal C is elegant convenient and modern Restaurants gate areas and restrooms were all immaculate Checkin went smoothly Keep it up,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Belem,airport,A Hijmans,2012-09-16,Mediumsized modern airport clean and easy to navigate around Easy public transport to and from city centre,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Karthago Airlines,airline,Paulo Ferreira,2009-09-27,OPOMIR return Cabin crew friendly breakfast served it was nothing special but not bad for plane food There was no entertainment onboard but the planes were clean,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Aerocaribbean,airline,Philip Jensen,2010-12-31,Havana Cayo Coco return A one hour flight with an old ATR turboprop Seats surprisingly comfortable and we were offered a free drink plus candy onboard Nothing special but we arrived on time,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Chiang Mai,airport,Yu-Hsiu Chang,2023-01-25,The airport is clean and not large Signposts are clear Passengers can get around easily Employees are friendly and helpful Security check is efficient The prices charged at food outlets are reasonable,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
BA CityFlyer,airline,A Varlesi,2019-10-29,Dusseldorf to London City Very nice flight including free Snacks and drinks Legroom was okay and staff was friendly but seemed a little stressed due to a huge amount of hand luggage in this flight Inflight magazines were old,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Pegasus,airline,35 reviewsR Thorne,2021-06-13,Overall the airline offered a clean cabin efficient crew almost friendly good seat spacing and ontime service Pretty good for a budget airline,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Liege,airport,Rohnny Petitjean,2005-05-12,This is a small airport but the new passenger terminal is great Fast service helpful people and clean This is a good alternative of Brussels airport We like it and for sure if possible we will try again,0.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
SyrianAir,airline,Kris Janssen,2009-06-09,BrusselsAleppo DamascusBrussels Cheapest tickets to Syria direct flights from Brussels to Aleppo and Damascus friendly crew adequate food Although older Airbus they were clean and looked well maintained and a lot of legspace,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Newquay,airport,Amanda Drayson,2019-03-22,Newquay airport is excellent apart from the abysmal state of seating in the main departure lounge Seating all torn and very scruffy It has been like this for a long time Unacceptable,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Bahrain,airport,Walter Giaco,2023-11-27,Bahrain Airport is very nice not compare with Kuwait airport that was so awful Bahrain is clean with nice little sofas and comfortable armchairs The staff at the restaurant and the cleaners are courteous and friendly It was a nice experience,8.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Stockholm Vasteras,airport,David Jackson,2015-01-21,Superb airport Small Friendly service No queuing went through security in under minutes Fast free wifi with constant connection and no connectivity issues Burger and chips SEK cl beer SEK Decent viewing facility but minimal air traffic to view,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
TransAsia Airways,airline,M Wharfe,2010-12-04,Taipei Hualein TaiChung Both flights by ATR cabin was clean and comfortable Very friendly crew Drinks service on both flights,6.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Corfu,airport,A Marston,2023-08-08,Impressed with this airport Quick and easy process for arrival and departure Yes we had to queue for passport control but they got through the lines reasonable quick The luggage had still not hit the belts so we would have queued anyway On departure the line again for both check in and passport control was quick The food courts were excellent and great choice at very reasonable prices for sw What I was more impressed weee the cleanliness of the toilets Having had the worst experience through Heraklion this was a complete surprise Well done Corfu Very clean and modern,10.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Nordavia,airline,2 reviewsDmitrii Egorov,2018-10-18,Saint Petersburg to Samara The airline is very good The cabin is clean and comfortable and with this always promised food and friendly staff As for the baggage allowance things are even better the baggage allowance is kilograms,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Addis Ababa,airport,Frank Rispin,2024-03-16,Check in and immigration fine Nice breakfast in London Cafe Smooth boarding for Windhoek from A Return Cape Town to Addis Arrival At Bole smooth and quick no que at visa on arrival Luggage fine Out quickly,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Granada,airport,Henry Tib,2011-12-03,Arrived on the last evening flight from Barcelona tourist desk very helpful and received our luggage within minutes No taxis available so took the airport bus driver was very helpful and even dropped us a short distance from our hotel,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Yangon,airport,B Thorn,2018-06-17,This review is for Terminal Terminal is dramatically different RGN has undergone vast changes during the last years There remain remnants of the underdeveloped facility that once was but the outside world has arrived in Yangon and at least as far as the airport is concerned it is a good thing CustomsImmigration at both arrival and departure is reasonably fast On the absolute worst day you might wait minutes but an average wait will be minutes or less Lines at check in counters move quickly which is terrific Departure lounges are a lot nicer than they once were Now they sport clean comfortable spaces dependable WiFi and food that works in a pinch Restaurants in the airport are not great but if you want a decent cup of coffee some KFC a Burger King something or other youll be ok Souvenir and duty free shops still have a long way to do Alcohol and cigarettes are fairly priced There are perennially empty luxury clothing brands without customers There are a couple of small boutiques selling attractive textiles carvings local bath products delicious local coffees etc Services are generally more than adequate in the predeparture areas There is a bag wrapping counter for flimsy luggage convenience stores plenty of seating free WiFi etc Taxis downtown should be priced out before you leave Money Change desks offer the exact same rate as all the other places in the country so theres no reason to hold on to your foreign currency The airport is still a work in progress but leaving and arriving in this amazing city is a lot less unpleasant than a few years back,8.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Santo Domingo,airport,Stewart Robertson.,2023-07-03,This is a small new and very well designed airport There is only one runway so there is never too much traffic The business lounge is excellent clean and there is always food and drink and the service is excellent,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Ponta Delgada,airport,25 reviewsAngelo Menezes,2019-03-30,Such a small airport But perfectly sized for the amount of people and traffic Nice staff and very clean facilities Just need to ensure there are some drinks and food available past security as the drink vending machine was broken,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Sriwijaya Air,airline,47 reviewsS Garlen,2019-08-23,Sorong to Jayapura Flight left almost on time Aircraft clean and comfortable with friendly crew and many empty seats at the back Inflight meal only a cup of water and a little breadroll,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
BH Air,airline,T Kapic,2011-04-26,Very decent airline Crew very friendly although their English command could be better The cheese sandwich is fantastic,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Precision Air,airline,Georgios Vrontos,2025-02-03,From Zanzibar to Arusha ATR arrived on time from Dar el Salam Friendly staff and they offer snack and juices and alcoholic drinks On arrival our suitcases arrived in a short time Overall good experience,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Wings Air,airline,47 reviewsW Garner,2019-12-11,Kaimana to Manokwari Plane left and arrived minutes late really on time in this part of the world The check in staff were very flexible about cabin luggage size On board seats were reasonably comfortable and crew pleasant,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Trigana Air,airline,47 reviewsS Garner,2019-11-29,Jayapura to Tanahmerah Flight left and arrived on time Aircraft was clean and cool crew friendly and even a simple inflight meal of a box of tea and a cake was provided,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Quebec City,airport,11 reviewsRichard Leclerc,2019-11-23,Still a well organized airport We use the new international section Clean and simple to use Good staff security and customs Just expect that more international flights will be available soon from Qubec,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Borg El Arab,airport,A Mukhtar,2011-08-12,Airport was new and very nice Immigration friendly and welcoming Nice first impression on Egypt upon arrival Washroom need to be cleaned regularly though Other than that its a very nice airport for travellers to Alexandria,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Jersey,airport,Julie Myatt,2019-08-01,Lots of seating Not enough electric plugs or charge points WiFi was hopeless it didnt work Tannoy too loud Staff seem nice enough Appeared clean,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
TransAsia Airways,airline,Streb Lovell,2007-12-03,TPEKHH one way Plane full but staff friendly on time and no complaints A bargain considering the onehour flight was only about USD,0.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Vanuatu,airline,3 reviewsRonald Zwart,2024-01-25,Check in at Port Vila was full of smiles pleasantries and efficient Handed two seats of boarding passes one for access to the Lounge at Port Vila and the other to board the flight Passed through Security and Immigration swiftly and made our way to the Lounge The Lounge is a private Lounge operated by a third party it is Air conditioned and has a fridge with refreshments and some snacks comfortable seating and a view of the tarmacrunways Very pleasant to stay in the air conditioned comfort whereas the main terminal waiting area is not air conditioned Boarding was quick and easy and we settled into our Business Class Seats A C Once boarding finished I switched to the other side D as C was faulty Pretake off drinks provided at am in the morning Juice or Water only After a slightly delayed take off Breakfast was offered was hot tasty and just enough Coffee or tea provided We were surprised to find no alcoholic beverages are served in both Economy Class and Business Class No explanation as to why they just do not service Alcohol so no Champagne for the wife No WiFi or IFE to pass the time but the seats did have charging ports The crew were friendly and again full of smiles perhaps not as attentive as they could have been but then again if we wanted anything apart from Alcohol they were there Flight arrived on time and overall a good flight and would certainly travel Air Vanuatu again I see on previous reviews there are some very negative comments on Air Vanuatu Weve travelled extensively and all we can say to those negative people is pull your head in Delays and disruptions are part and parcel of travel and you deal with it as it comes In the end Air Vanuatu got you there didnt they We highly recommend Air Vanuatu we booked online in Economy Class then negotiated the Business class differential with Air Vanuatu who were obliging to our surprise Well Done Air Vanuatu,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Hakodate,airport,12 reviewsK Huang,2024-05-05,Small airport which was about minutes on bus to the city center Facilities was good and clean Baggage claim was fast and thoughtful as at many other Japanese airports Signs and directions were also clearly noted in English,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Virgin Australia,airline,178 reviewsJohn Curtain,2025-02-24,Check in was easy as was boarding Staff coped well on a flight that was completely full The departure was punctual and the staff were efficient and helpful Overall a pleasant experience,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Wings Air,airline,47 reviewsW Garner,2019-12-11,Kaimana to Manokwari Plane left and arrived minutes late really on time in this part of the world The check in staff were very flexible about cabin luggage size On board seats were reasonably comfortable and crew pleasant,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
euroAtlantic Airways,airline,M Thagoni,2024-07-22,I expected the worst but to my surprise its one of the smoothest flight I have ever hard Everything was good other than the seats that needs a mattress to make them comfortable for sleeping The staff were good I will fly it anytime I prioritise feeling safe,8.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Blackpool,airport,C Knight,2013-10-15,I flew from Blackpool airport to Belfast for the first time I always fly from Liverpool to Belfast with Easyjet but the flight times were better and it was slightly cheaper to fly with Jet from Blackpool I was expecting a small airport with limited facilities but nothing prepared me for the facilities here Parking is free which was a bonus for me when booking on arrival however both car parks P and P were full and ended up abandoning my car on a grass area known as an overfill car park This was a minute walk to the airport On arrival there was nothing before the departure lounge The cash machine was out of service and WHSmiths closed Paying the airport charge was no problem and I was assisted with my baggage tag by a very helpful Jet worker The worst experience was going through security where the staff were extremely rude not just with me but with an elderly couple in front of me I agree that security needs to be strict but not intrusive and this was made a much more uncomfortable experience by the rudeness and lack of customer service with the staff I will never be using this airport again and even after a drink from the limited choice in the cafebar I was still reeling I can safely say this is the st and last time I will use this airport,0.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
BH Air,airline,T Kapic,2011-04-26,Very decent airline Crew very friendly although their English command could be better The cheese sandwich is fantastic,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Saskatoon,airport,J Campbell,2011-09-03,Clean efficient airport small but with nice stores A variety of airlines and it is never busy,5.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Caribbean Airlines,airline,Morino Ravenberg,2023-06-22,I went to Jamaica for a week on vacation and I have no complaints regarding Caribbean airlines Not the best airline on the planet but theyre definitely by far not the worst they are reasonable and if youre willing to spend a bit more than business class definitely is substantially more comfortable The only drawback that I can think of but that isnt their fault is the fact that on the return trip I had to make four stops in four different countries,7.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Cathay Pacific Airways,airline,T Patrick,2025-03-14,Plane clean and on time Ran out of water after row economy Its a short flight so bring back water in seat pockets of you cant cope No coffee tea or drinks for anyone,2.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Santorini,airport,Yu-Hsiu Chang,2024-04-10,It is not big The efficiency of checkin and security checks is high Signposts are clear The WiFi connection is stable The ambience is clean and not crowded,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Lao Skyway,airline,3 reviewsC Dawson,2019-11-07,Luangpraban to Vientiane This airline was above expectations The checkin opened on time The staff where very helpful and gave me a seat with extra leg room The flight left on time and arrived early Will use again for sure,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Bagan,airline,Jack Peterson,2012-01-03,Ground service is terrible compared to in the air Manual checkin process with no computers This airline seems to be the only one to have a lounge in the domestic terminal in Yangon Airconditioned and friendly associates offering a cheese croissant No bathroom inside so that was a drag People in Lotus class got a private van to the plane which was nice compared to cramming onto a bus Onboard the flight was pretty good The front of the plane is much quieter compared to the back Their inflight magazine was pretty decent and the english grammatically correct Even on short flights they gave you food On my YGNMDY flight which was about minutes they served a full breakfast Seats were pretty comfortable on par with United A first class seats I dont really see the need for inflight entertainment on such short flights,9.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Santo Domingo,airport,Stewart Robertson.,2023-07-03,This is a small new and very well designed airport There is only one runway so there is never too much traffic The business lounge is excellent clean and there is always food and drink and the service is excellent,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Stockholm Vasteras,airport,David Jackson,2015-01-21,Superb airport Small Friendly service No queuing went through security in under minutes Fast free wifi with constant connection and no connectivity issues Burger and chips SEK cl beer SEK Decent viewing facility but minimal air traffic to view,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
SATA International,airline,M Warlen,2022-04-01,On time departure Excellent value and they gave a meal on a hour flight We arrived mins early Staff was professional Bags delivered in a normal amount of time,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Ontario,airport,K Sal,2021-07-12,I love flying Ontario Airport Its convenient never busy like the LAX nightmare Its small fast and convenient They have China Airlines flights but not many International flights Popular flights to Las Vegas Hawaii and Seattle Nice and clean,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Ponta Delgada,airport,25 reviewsAngelo Menezes,2019-03-30,Very convenient airport as it is not very large Signs are clear getting to and from the airport is easy too Shops are available post office included The terminal is clean,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Faro,airport,Noel Billington,2024-09-17,Was expecting the worst after the number of negative reviews but was very pleasantly surprised at how quick efficient and friendly the service was Traveling in September probably has a substantial bearing on numbers but we were through checkin and passport control in minutes which is much better than most airports weve used in the recent past Water is available to top up bottles for free or just from a machine as you exit security far from the exorbitant prices encountered at other airports The service selection and seating area at cafe Soho are excellent assuming our flight is on time Ryanair its a five star experience,10.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Nice,airport,Judith Burnham,2024-06-22,Worst Airport in the world arrived to check in then security on baggage Then Passport machine thought great all good Walked through Duty Free then a mile long queue to get through to B gate BA is B gate Poor shops nobody could shop or eat unless you had got their hours early This queue apparently is normal and is called the new fast track what a joke One person in a box checking passports again Run to B hundreds of people standing there no way could you board in Groups just a free for all Again with one woman at the gate before you got on the coach to the plane still coaching you out to the plane She was checking everyones passport again Why havent they upgraded this system by now and built satellite gates off the main airport Not going back there,3.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Aerocaribbean,airline,Philip Jensen,2010-12-31,Havana Cayo Coco return A one hour flight with an old ATR turboprop Seats surprisingly comfortable and we were offered a free drink plus candy onboard Nothing special but we arrived on time,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
SyrianAir,airline,Kris Janssen,2009-06-09,BrusselsAleppo DamascusBrussels Cheapest tickets to Syria direct flights from Brussels to Aleppo and Damascus friendly crew adequate food Although older Airbus they were clean and looked well maintained and a lot of legspace,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Virgin Australia,airline,178 reviewsJohn Curtain,2025-02-24,Check in was easy as was boarding Staff coped well on a flight that was completely full The departure was punctual and the staff were efficient and helpful Overall a pleasant experience,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Richmond,airport,Tim Buntin,2012-02-23,My experiences have always been pleasant Security lines are extremely short and there is a lot of open space Checking in is never a hasslewe have been able to pass by the checkin desk in minutes or less on the worst of days Bathrooms are clean and theres always a cafe or news store open Delta seems to have the largest concentration of flights at the airport most of them being on their regional affiliates running under Delta Connection Overall the airport is very good clean and friendly,9.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Guatemala,airport,19 reviewsKazi Ayetullah Al Mehedi,2015-07-22,Its not a big airport but clean and good However there is not much signage,7.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Hainan Airlines,airline,E Gan,2024-10-28,My budget airline fare turned out to be a complete surprise with full service and a fairly new A plane The service friendliness and cleanliness are no less than those of Singapore Airlines,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
ANA All Nippon Airways,airline,Claudette Edwards,2024-12-02,What an amazing airline Ample seat room in economy class Excellent service Staff are friendly attentive and smiling We had a problem departing Sydney because our the planes tyre needed replacement ANA Staff were all affected as we were hr delay and they kept assuring us We would be compensated which they honoured I couldnt fault them Despite dealing with impatient customers for hours they never stopped working once we were in the air We were all tired but I imagine they were even more so We did have a lot of turbulence flying into Tokyo and flying out of Tokyo Staff were very aware of our discomfort and announced regularly that due to turbulence food service would be delayed Please stay seated and we will let you know as soon as it safe to move around If I had one complaint it would be the food was not that great Strange cabbage salad and some awful pickle side dish I would have preferred Japanese food like sushi rolls or teriyaki beef But who cares it was an awesome airline and the staff are amazing,8.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Ottawa,airport,C Banerjee,2014-04-14,Wonderful Right size efficient super clean reliable in all weather conditions and wonderful ergonomics,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
